Date,Value,ANFCI
1971-01-08,0.6,0.61
1971-01-15,0.632,0.665
1971-01-22,0.67,0.737
1971-01-29,0.711,0.819
1971-02-05,0.754,0.902
1971-02-12,0.797,0.977
1971-02-19,0.839,1.033
1971-02-26,0.88,1.069
1971-03-05,0.922,1.084
1971-03-12,0.967,1.083
1971-03-19,1.018,1.078
1971-03-26,1.077,1.086
1971-04-02,1.144,1.123
1971-04-09,1.218,1.202
1971-04-16,1.294,1.327
1971-04-23,1.366,1.488
1971-04-30,1.426,1.664
1971-05-07,1.466,1.826
1971-05-14,1.478,1.937
1971-05-21,1.457,1.97
1971-05-28,1.404,1.911
1971-06-04,1.323,1.758
1971-06-11,1.223,1.519
1971-06-18,1.119,1.229
1971-06-25,1.03,0.927
1971-07-02,0.971,0.663
1971-07-09,0.958,0.491
1971-07-16,1.0,0.455
1971-07-23,1.101,0.578
1971-07-30,1.255,0.859
1971-08-06,1.447,1.262
1971-08-13,1.657,1.725
1971-08-20,1.863,2.182
1971-08-27,2.039,2.559
1971-09-03,2.169,2.812
1971-09-10,2.24,2.914
1971-09-17,2.249,2.872
1971-09-24,2.201,2.706
1971-10-01,2.107,2.456
1971-10-08,1.98,2.165
1971-10-15,1.838,1.879
1971-10-22,1.699,1.639
1971-10-29,1.577,1.474
1971-11-05,1.481,1.397
1971-11-12,1.415,1.406
1971-11-19,1.378,1.485
1971-11-26,1.363,1.603
1971-12-03,1.363,1.734
1971-12-10,1.367,1.847
1971-12-17,1.366,1.916
1971-12-24,1.35,1.926
1971-12-31,1.318,1.872
1972-01-07,1.26,1.747
1972-01-14,1.184,1.578
1972-01-21,1.091,1.38
1972-01-28,0.989,1.177
1972-02-04,0.885,0.993
1972-02-11,0.784,0.838
1972-02-18,0.691,0.719
1972-02-25,0.608,0.636
1972-03-03,0.536,0.585
1972-03-10,0.477,0.561
1972-03-17,0.427,0.556
1972-03-24,0.382,0.561
1972-03-31,0.34,0.562
1972-04-07,0.297,0.546
1972-04-14,0.251,0.506
1972-04-21,0.202,0.436
1972-04-28,0.154,0.344
1972-05-05,0.108,0.239
1972-05-12,0.07,0.137
1972-05-19,0.043,0.056
1972-05-26,0.033,0.009
1972-06-02,0.04,0.006
1972-06-09,0.066,0.051
1972-06-16,0.107,0.138
1972-06-23,0.16,0.257
1972-06-30,0.216,0.389
1972-07-07,0.269,0.515
1972-07-14,0.31,0.615
1972-07-21,0.335,0.674
1972-07-28,0.338,0.678
1972-08-04,0.319,0.622
1972-08-11,0.28,0.51
1972-08-18,0.225,0.353
1972-08-25,0.159,0.17
1972-09-01,0.089,-0.014
1972-09-08,0.024,-0.177
1972-09-15,-0.033,-0.301
1972-09-22,-0.079,-0.379
1972-09-29,-0.112,-0.413
1972-10-06,-0.136,-0.413
1972-10-13,-0.152,-0.392
1972-10-20,-0.165,-0.362
1972-10-27,-0.177,-0.335
1972-11-03,-0.192,-0.32
1972-11-10,-0.209,-0.323
1972-11-17,-0.23,-0.347
1972-11-24,-0.251,-0.394
1972-12-01,-0.269,-0.456
1972-12-08,-0.28,-0.525
1972-12-15,-0.278,-0.586
1972-12-22,-0.257,-0.624
1972-12-29,-0.211,-0.624
1973-01-05,-0.139,-0.573
1973-01-12,-0.036,-0.464
1973-01-19,0.093,-0.297
1973-01-26,0.246,-0.079
1973-02-02,0.415,0.177
1973-02-09,0.59,0.448
1973-02-16,0.761,0.706
1973-02-23,0.916,0.929
1973-03-02,1.048,1.095
1973-03-09,1.151,1.194
1973-03-16,1.222,1.229
1973-03-23,1.265,1.213
1973-03-30,1.282,1.166
1973-04-06,1.279,1.104
1973-04-13,1.262,1.047
1973-04-20,1.237,1.002
1973-04-27,1.208,0.97
1973-05-04,1.18,0.946
1973-05-11,1.156,0.924
1973-05-18,1.137,0.895
1973-05-25,1.126,0.86
1973-06-01,1.125,0.824
1973-06-08,1.139,0.796
1973-06-15,1.169,0.788
1973-06-22,1.218,0.807
1973-06-29,1.286,0.861
1973-07-06,1.375,0.948
1973-07-13,1.481,1.066
1973-07-20,1.602,1.209
1973-07-27,1.732,1.372
1973-08-03,1.865,1.546
1973-08-10,1.995,1.722
1973-08-17,2.116,1.888
1973-08-24,2.224,2.035
1973-08-31,2.312,2.152
1973-09-07,2.377,2.229
1973-09-14,2.415,2.262
1973-09-21,2.428,2.251
1973-09-28,2.416,2.192
1973-10-05,2.383,2.08
1973-10-12,2.338,1.926
1973-10-19,2.284,1.741
1973-10-26,2.233,1.557
1973-11-02,2.188,1.407
1973-11-09,2.155,1.325
1973-11-16,2.133,1.328
1973-11-23,2.115,1.403
1973-11-30,2.094,1.515
1973-12-07,2.056,1.614
1973-12-14,1.992,1.654
1973-12-21,1.897,1.606
1973-12-28,1.769,1.465
1974-01-04,1.608,1.247
1974-01-11,1.424,0.981
1974-01-18,1.228,0.693
1974-01-25,1.032,0.402
1974-02-01,0.848,0.124
1974-02-08,0.687,-0.125
1974-02-15,0.56,-0.331
1974-02-22,0.476,-0.474
1974-03-01,0.44,-0.542
1974-03-08,0.455,-0.531
1974-03-15,0.524,-0.446
1974-03-22,0.645,-0.301
1974-03-29,0.816,-0.112
1974-04-05,1.032,0.114
1974-04-12,1.29,0.377
1974-04-19,1.582,0.678
1974-04-26,1.904,1.017
1974-05-03,2.247,1.39
1974-05-10,2.606,1.789
1974-05-17,2.974,2.206
1974-05-24,3.342,2.635
1974-05-31,3.702,3.08
1974-06-07,4.046,3.538
1974-06-14,4.363,3.996
1974-06-21,4.645,4.428
1974-06-28,4.88,4.795
1974-07-05,5.058,5.059
1974-07-12,5.173,5.195
1974-07-19,5.224,5.202
1974-07-26,5.217,5.101
1974-08-02,5.161,4.931
1974-08-09,5.064,4.729
1974-08-16,4.941,4.538
1974-08-23,4.8,4.384
1974-08-30,4.65,4.282
1974-09-06,4.495,4.23
1974-09-13,4.337,4.206
1974-09-20,4.176,4.18
1974-09-27,4.007,4.108
1974-10-04,3.832,3.962
1974-10-11,3.65,3.732
1974-10-18,3.469,3.443
1974-10-25,3.296,3.135
1974-11-01,3.14,2.857
1974-11-08,3.006,2.649
1974-11-15,2.898,2.53
1974-11-22,2.811,2.491
1974-11-29,2.74,2.51
1974-12-06,2.678,2.553
1974-12-13,2.614,2.588
1974-12-20,2.542,2.588
1974-12-27,2.453,2.531
1975-01-03,2.344,2.405
1975-01-10,2.213,2.21
1975-01-17,2.064,1.96
1975-01-24,1.905,1.677
1975-01-31,1.739,1.391
1975-02-07,1.575,1.126
1975-02-14,1.418,0.902
1975-02-21,1.27,0.723
1975-02-28,1.133,0.58
1975-03-07,1.007,0.467
1975-03-14,0.891,0.371
1975-03-21,0.784,0.287
1975-03-28,0.682,0.21
1975-04-04,0.584,0.138
1975-04-11,0.487,0.064
1975-04-18,0.392,-0.014
1975-04-25,0.298,-0.103
1975-05-02,0.207,-0.2
1975-05-09,0.123,-0.3
1975-05-16,0.046,-0.392
1975-05-23,-0.022,-0.468
1975-05-30,-0.077,-0.52
1975-06-06,-0.119,-0.546
1975-06-13,-0.148,-0.551
1975-06-20,-0.166,-0.545
1975-06-27,-0.174,-0.536
1975-07-04,-0.176,-0.53
1975-07-11,-0.172,-0.533
1975-07-18,-0.167,-0.547
1975-07-25,-0.159,-0.567
1975-08-01,-0.149,-0.591
1975-08-08,-0.136,-0.613
1975-08-15,-0.119,-0.627
1975-08-22,-0.098,-0.627
1975-08-29,-0.073,-0.61
1975-09-05,-0.043,-0.576
1975-09-12,-0.01,-0.525
1975-09-19,0.025,-0.465
1975-09-26,0.059,-0.402
1975-10-03,0.092,-0.345
1975-10-10,0.118,-0.3
1975-10-17,0.139,-0.268
1975-10-24,0.151,-0.246
1975-10-31,0.155,-0.233
1975-11-07,0.148,-0.227
1975-11-14,0.131,-0.23
1975-11-21,0.103,-0.241
1975-11-28,0.064,-0.266
1975-12-05,0.014,-0.304
1975-12-12,-0.046,-0.357
1975-12-19,-0.114,-0.423
1975-12-26,-0.186,-0.502
1976-01-02,-0.262,-0.591
1976-01-09,-0.337,-0.686
1976-01-16,-0.409,-0.782
1976-01-23,-0.475,-0.871
1976-01-30,-0.534,-0.948
1976-02-06,-0.586,-1.007
1976-02-13,-0.629,-1.045
1976-02-20,-0.666,-1.065
1976-02-27,-0.695,-1.071
1976-03-05,-0.718,-1.068
1976-03-12,-0.734,-1.058
1976-03-19,-0.743,-1.043
1976-03-26,-0.744,-1.022
1976-04-02,-0.737,-0.994
1976-04-09,-0.721,-0.955
1976-04-16,-0.696,-0.906
1976-04-23,-0.664,-0.847
1976-04-30,-0.627,-0.777
1976-05-07,-0.587,-0.697
1976-05-14,-0.547,-0.613
1976-05-21,-0.512,-0.531
1976-05-28,-0.483,-0.46
1976-06-04,-0.465,-0.408
1976-06-11,-0.458,-0.384
1976-06-18,-0.462,-0.39
1976-06-25,-0.477,-0.425
1976-07-02,-0.5,-0.484
1976-07-09,-0.529,-0.559
1976-07-16,-0.56,-0.641
1976-07-23,-0.593,-0.726
1976-07-30,-0.624,-0.805
1976-08-06,-0.651,-0.875
1976-08-13,-0.675,-0.933
1976-08-20,-0.694,-0.976
1976-08-27,-0.708,-1.007
1976-09-03,-0.718,-1.025
1976-09-10,-0.724,-1.036
1976-09-17,-0.726,-1.043
1976-09-24,-0.725,-1.05
1976-10-01,-0.721,-1.058
1976-10-08,-0.715,-1.068
1976-10-15,-0.708,-1.077
1976-10-22,-0.699,-1.082
1976-10-29,-0.689,-1.079
1976-11-05,-0.68,-1.069
1976-11-12,-0.672,-1.05
1976-11-19,-0.667,-1.026
1976-11-26,-0.667,-1.002
1976-12-03,-0.672,-0.985
1976-12-10,-0.685,-0.981
1976-12-17,-0.704,-0.994
1976-12-24,-0.73,-1.026
1976-12-31,-0.762,-1.074
1977-01-07,-0.798,-1.133
1977-01-14,-0.835,-1.195
1977-01-21,-0.87,-1.251
1977-01-28,-0.901,-1.297
1977-02-04,-0.926,-1.328
1977-02-11,-0.942,-1.343
1977-02-18,-0.949,-1.34
1977-02-25,-0.946,-1.324
1977-03-04,-0.934,-1.295
1977-03-11,-0.914,-1.26
1977-03-18,-0.886,-1.222
1977-03-25,-0.853,-1.187
1977-04-01,-0.816,-1.156
1977-04-08,-0.776,-1.131
1977-04-15,-0.734,-1.107
1977-04-22,-0.692,-1.085
1977-04-29,-0.65,-1.059
1977-05-06,-0.611,-1.032
1977-05-13,-0.576,-1.006
1977-05-20,-0.545,-0.986
1977-05-27,-0.521,-0.974
1977-06-03,-0.503,-0.972
1977-06-10,-0.492,-0.983
1977-06-17,-0.487,-1.005
1977-06-24,-0.487,-1.036
1977-07-01,-0.491,-1.074
1977-07-08,-0.498,-1.116
1977-07-15,-0.504,-1.155
1977-07-22,-0.509,-1.186
1977-07-29,-0.511,-1.201
1977-08-05,-0.51,-1.201
1977-08-12,-0.505,-1.186
1977-08-19,-0.496,-1.16
1977-08-26,-0.484,-1.131
1977-09-02,-0.468,-1.098
1977-09-09,-0.449,-1.065
1977-09-16,-0.427,-1.027
1977-09-23,-0.401,-0.985
1977-09-30,-0.373,-0.937
1977-10-07,-0.345,-0.886
1977-10-14,-0.317,-0.835
1977-10-21,-0.29,-0.785
1977-10-28,-0.265,-0.737
1977-11-04,-0.244,-0.692
1977-11-11,-0.228,-0.65
1977-11-18,-0.217,-0.612
1977-11-25,-0.211,-0.582
1977-12-02,-0.212,-0.563
1977-12-09,-0.217,-0.559
1977-12-16,-0.227,-0.57
1977-12-23,-0.241,-0.594
1977-12-30,-0.257,-0.627
1978-01-06,-0.273,-0.663
1978-01-13,-0.286,-0.698
1978-01-20,-0.295,-0.727
1978-01-27,-0.296,-0.747
1978-02-03,-0.29,-0.754
1978-02-10,-0.275,-0.746
1978-02-17,-0.251,-0.722
1978-02-24,-0.217,-0.682
1978-03-03,-0.176,-0.631
1978-03-10,-0.128,-0.575
1978-03-17,-0.075,-0.519
1978-03-24,-0.017,-0.466
1978-03-31,0.043,-0.417
1978-04-07,0.105,-0.37
1978-04-14,0.168,-0.323
1978-04-21,0.232,-0.274
1978-04-28,0.296,-0.225
1978-05-05,0.359,-0.178
1978-05-12,0.419,-0.133
1978-05-19,0.476,-0.093
1978-05-26,0.528,-0.057
1978-06-02,0.573,-0.025
1978-06-09,0.609,0.001
1978-06-16,0.636,0.02
1978-06-23,0.652,0.031
1978-06-30,0.656,0.032
1978-07-07,0.649,0.026
1978-07-14,0.631,0.01
1978-07-21,0.604,-0.016
1978-07-28,0.572,-0.055
1978-08-04,0.537,-0.11
1978-08-11,0.506,-0.176
1978-08-18,0.485,-0.244
1978-08-25,0.482,-0.299
1978-09-01,0.502,-0.323
1978-09-08,0.551,-0.298
1978-09-15,0.633,-0.212
1978-09-22,0.748,-0.065
1978-09-29,0.892,0.143
1978-10-06,1.06,0.398
1978-10-13,1.243,0.683
1978-10-20,1.43,0.977
1978-10-27,1.609,1.256
1978-11-03,1.767,1.491
1978-11-10,1.896,1.663
1978-11-17,1.988,1.758
1978-11-24,2.038,1.771
1978-12-01,2.047,1.717
1978-12-08,2.017,1.612
1978-12-15,1.95,1.473
1978-12-22,1.854,1.316
1978-12-29,1.733,1.149
1979-01-05,1.594,0.973
1979-01-12,1.445,0.791
1979-01-19,1.29,0.607
1979-01-26,1.137,0.43
1979-02-02,0.989,0.269
1979-02-09,0.849,0.128
1979-02-16,0.722,0.004
1979-02-23,0.607,-0.106
1979-03-02,0.507,-0.208
1979-03-09,0.422,-0.308
1979-03-16,0.353,-0.401
1979-03-23,0.301,-0.479
1979-03-30,0.264,-0.537
1979-04-06,0.242,-0.57
1979-04-13,0.235,-0.583
1979-04-20,0.242,-0.583
1979-04-27,0.262,-0.576
1979-05-04,0.294,-0.564
1979-05-11,0.336,-0.541
1979-05-18,0.389,-0.499
1979-05-25,0.451,-0.435
1979-06-01,0.52,-0.35
1979-06-08,0.596,-0.256
1979-06-15,0.675,-0.167
1979-06-22,0.756,-0.093
1979-06-29,0.838,-0.037
1979-07-06,0.919,0.007
1979-07-13,1.001,0.051
1979-07-20,1.084,0.104
1979-07-27,1.172,0.169
1979-08-03,1.264,0.244
1979-08-10,1.363,0.329
1979-08-17,1.47,0.426
1979-08-24,1.584,0.544
1979-08-31,1.704,0.688
1979-09-07,1.829,0.861
1979-09-14,1.955,1.057
1979-09-21,2.08,1.261
1979-09-28,2.199,1.454
1979-10-05,2.306,1.626
1979-10-12,2.397,1.771
1979-10-19,2.467,1.888
1979-10-26,2.511,1.974
1979-11-02,2.528,2.024
1979-11-09,2.514,2.023
1979-11-16,2.47,1.967
1979-11-23,2.4,1.859
1979-11-30,2.308,1.718
1979-12-07,2.203,1.57
1979-12-14,2.092,1.438
1979-12-21,1.985,1.338
1979-12-28,1.889,1.26
1980-01-04,1.811,1.191
1980-01-11,1.764,1.123
1980-01-18,1.752,1.053
1980-01-25,1.785,1.003
1980-02-01,1.868,1.004
1980-02-08,2.004,1.078
1980-02-15,2.191,1.24
1980-02-22,2.424,1.487
1980-02-29,2.693,1.801
1980-03-07,2.979,2.153
1980-03-14,3.267,2.526
1980-03-21,3.534,2.894
1980-03-28,3.756,3.223
1980-04-04,3.92,3.492
1980-04-11,4.008,3.655
1980-04-18,4.015,3.69
1980-04-25,3.942,3.593
1980-05-02,3.794,3.387
1980-05-09,3.581,3.115
1980-05-16,3.32,2.833
1980-05-23,3.026,2.572
1980-05-30,2.711,2.335
1980-06-06,2.392,2.112
1980-06-13,2.079,1.87
1980-06-20,1.78,1.591
1980-06-27,1.506,1.289
1980-07-04,1.269,0.999
1980-07-11,1.073,0.751
1980-07-18,0.927,0.581
1980-07-25,0.827,0.486
1980-08-01,0.773,0.454
1980-08-08,0.761,0.47
1980-08-15,0.78,0.514
1980-08-22,0.821,0.573
1980-08-29,0.882,0.656
1980-09-05,0.955,0.753
1980-09-12,1.035,0.839
1980-09-19,1.124,0.908
1980-09-26,1.223,0.945
1980-10-03,1.336,0.954
1980-10-10,1.463,0.949
1980-10-17,1.615,0.971
1980-10-24,1.79,1.033
1980-10-31,1.989,1.154
1980-11-07,2.208,1.328
1980-11-14,2.435,1.535
1980-11-21,2.663,1.767
1980-11-28,2.881,2.013
1980-12-05,3.067,2.238
1980-12-12,3.208,2.426
1980-12-19,3.302,2.565
1980-12-26,3.327,2.597
1981-01-02,3.293,2.524
1981-01-09,3.202,2.344
1981-01-16,3.066,2.09
1981-01-23,2.893,1.799
1981-01-30,2.701,1.522
1981-02-06,2.499,1.277
1981-02-13,2.302,1.081
1981-02-20,2.124,0.927
1981-02-27,1.966,0.785
1981-03-06,1.838,0.666
1981-03-13,1.744,0.576
1981-03-20,1.686,0.529
1981-03-27,1.666,0.537
1981-04-03,1.683,0.603
1981-04-10,1.735,0.697
1981-04-17,1.82,0.808
1981-04-24,1.928,0.907
1981-05-01,2.058,1.0
1981-05-08,2.206,1.112
1981-05-15,2.366,1.262
1981-05-22,2.533,1.459
1981-05-29,2.707,1.709
1981-06-05,2.877,1.979
1981-06-12,3.041,2.252
1981-06-19,3.191,2.503
1981-06-26,3.32,2.724
1981-07-03,3.421,2.914
1981-07-10,3.493,3.072
1981-07-17,3.534,3.189
1981-07-24,3.543,3.244
1981-07-31,3.526,3.24
1981-08-07,3.483,3.176
1981-08-14,3.421,3.079
1981-08-21,3.347,2.983
1981-08-28,3.27,2.917
1981-09-04,3.191,2.88
1981-09-11,3.12,2.866
1981-09-18,3.053,2.845
1981-09-25,2.99,2.804
1981-10-02,2.935,2.758
1981-10-09,2.879,2.709
1981-10-16,2.826,2.682
1981-10-23,2.771,2.675
1981-10-30,2.711,2.669
1981-11-06,2.642,2.634
1981-11-13,2.564,2.559
1981-11-20,2.479,2.448
1981-11-27,2.39,2.334
1981-12-04,2.304,2.252
1981-12-11,2.221,2.212
1981-12-18,2.144,2.204
1981-12-25,2.075,2.206
1982-01-01,2.013,2.18
1982-01-08,1.961,2.121
1982-01-15,1.926,2.05
1982-01-22,1.907,1.992
1982-01-29,1.906,1.983
1982-02-05,1.918,2.019
1982-02-12,1.942,2.088
1982-02-19,1.973,2.16
1982-02-26,2.007,2.208
1982-03-05,2.038,2.217
1982-03-12,2.064,2.2
1982-03-19,2.088,2.184
1982-03-26,2.109,2.182
1982-04-02,2.127,2.196
1982-04-09,2.15,2.226
1982-04-16,2.178,2.26
1982-04-23,2.215,2.293
1982-04-30,2.264,2.339
1982-05-07,2.327,2.417
1982-05-14,2.406,2.544
1982-05-21,2.499,2.728
1982-05-28,2.598,2.946
1982-06-04,2.695,3.166
1982-06-11,2.788,3.363
1982-06-18,2.865,3.499
1982-06-25,2.924,3.56
1982-07-02,2.963,3.552
1982-07-09,2.987,3.492
1982-07-16,3.002,3.401
1982-07-23,3.02,3.314
1982-07-30,3.051,3.258
1982-08-06,3.103,3.264
1982-08-13,3.177,3.35
1982-08-20,3.263,3.518
1982-08-27,3.353,3.758
1982-09-03,3.43,4.031
1982-09-10,3.473,4.277
1982-09-17,3.467,4.431
1982-09-24,3.394,4.435
1982-10-01,3.25,4.263
1982-10-08,3.039,3.927
1982-10-15,2.773,3.477
1982-10-22,2.474,2.98
1982-10-29,2.162,2.504
1982-11-05,1.86,2.097
1982-11-12,1.582,1.785
1982-11-19,1.338,1.573
1982-11-26,1.134,1.448
1982-12-03,0.966,1.387
1982-12-10,0.83,1.361
1982-12-17,0.72,1.343
1982-12-24,0.624,1.304
1982-12-31,0.537,1.232
1983-01-07,0.456,1.125
1983-01-14,0.38,0.997
1983-01-21,0.309,0.866
1983-01-28,0.244,0.751
1983-02-04,0.185,0.659
1983-02-11,0.136,0.587
1983-02-18,0.097,0.533
1983-02-25,0.068,0.489
1983-03-04,0.046,0.452
1983-03-11,0.032,0.429
1983-03-18,0.023,0.423
1983-03-25,0.014,0.425
1983-04-01,0.002,0.426
1983-04-08,-0.013,0.411
1983-04-15,-0.035,0.367
1983-04-22,-0.061,0.293
1983-04-29,-0.091,0.199
1983-05-06,-0.122,0.102
1983-05-13,-0.15,0.017
1983-05-20,-0.172,-0.048
1983-05-27,-0.188,-0.097
1983-06-03,-0.194,-0.134
1983-06-10,-0.193,-0.162
1983-06-17,-0.185,-0.183
1983-06-24,-0.171,-0.193
1983-07-01,-0.152,-0.185
1983-07-08,-0.133,-0.168
1983-07-15,-0.113,-0.147
1983-07-22,-0.096,-0.133
1983-07-29,-0.084,-0.134
1983-08-05,-0.077,-0.147
1983-08-12,-0.074,-0.168
1983-08-19,-0.077,-0.19
1983-08-26,-0.082,-0.207
1983-09-02,-0.088,-0.224
1983-09-09,-0.093,-0.245
1983-09-16,-0.095,-0.276
1983-09-23,-0.091,-0.309
1983-09-30,-0.082,-0.339
1983-10-07,-0.066,-0.356
1983-10-14,-0.044,-0.351
1983-10-21,-0.018,-0.328
1983-10-28,0.01,-0.299
1983-11-04,0.038,-0.266
1983-11-11,0.063,-0.237
1983-11-18,0.085,-0.206
1983-11-25,0.101,-0.167
1983-12-02,0.11,-0.121
1983-12-09,0.111,-0.072
1983-12-16,0.104,-0.034
1983-12-23,0.087,-0.023
1983-12-30,0.06,-0.049
1984-01-06,0.027,-0.105
1984-01-13,-0.013,-0.182
1984-01-20,-0.055,-0.266
1984-01-27,-0.095,-0.344
1984-02-03,-0.132,-0.411
1984-02-10,-0.163,-0.467
1984-02-17,-0.183,-0.508
1984-02-24,-0.194,-0.533
1984-03-02,-0.191,-0.539
1984-03-09,-0.175,-0.52
1984-03-16,-0.142,-0.478
1984-03-23,-0.094,-0.42
1984-03-30,-0.029,-0.349
1984-04-06,0.054,-0.267
1984-04-13,0.151,-0.172
1984-04-20,0.261,-0.058
1984-04-27,0.383,0.081
1984-05-04,0.512,0.239
1984-05-11,0.643,0.407
1984-05-18,0.772,0.57
1984-05-25,0.893,0.721
1984-06-01,1.0,0.858
1984-06-08,1.089,0.981
1984-06-15,1.158,1.093
1984-06-22,1.202,1.186
1984-06-29,1.219,1.244
1984-07-06,1.206,1.248
1984-07-13,1.164,1.19
1984-07-20,1.098,1.08
1984-07-27,1.016,0.936
1984-08-03,0.924,0.787
1984-08-10,0.83,0.659
1984-08-17,0.74,0.563
1984-08-24,0.654,0.496
1984-08-31,0.576,0.45
1984-09-07,0.506,0.413
1984-09-14,0.442,0.377
1984-09-21,0.382,0.335
1984-09-28,0.324,0.287
1984-10-05,0.268,0.237
1984-10-12,0.213,0.183
1984-10-19,0.159,0.125
1984-10-26,0.107,0.065
1984-11-02,0.058,0.005
1984-11-09,0.012,-0.053
1984-11-16,-0.032,-0.107
1984-11-23,-0.075,-0.152
1984-11-30,-0.117,-0.189
1984-12-07,-0.158,-0.218
1984-12-14,-0.199,-0.246
1984-12-21,-0.241,-0.277
1984-12-28,-0.28,-0.313
1985-01-04,-0.317,-0.355
1985-01-11,-0.349,-0.397
1985-01-18,-0.373,-0.43
1985-01-25,-0.387,-0.448
1985-02-01,-0.39,-0.449
1985-02-08,-0.383,-0.435
1985-02-15,-0.368,-0.411
1985-02-22,-0.348,-0.381
1985-03-01,-0.324,-0.35
1985-03-08,-0.302,-0.319
1985-03-15,-0.284,-0.291
1985-03-22,-0.272,-0.267
1985-03-29,-0.267,-0.254
1985-04-05,-0.271,-0.256
1985-04-12,-0.284,-0.276
1985-04-19,-0.305,-0.314
1985-04-26,-0.332,-0.364
1985-05-03,-0.362,-0.417
1985-05-10,-0.393,-0.465
1985-05-17,-0.42,-0.497
1985-05-24,-0.443,-0.51
1985-05-31,-0.459,-0.5
1985-06-07,-0.467,-0.467
1985-06-14,-0.465,-0.414
1985-06-21,-0.455,-0.347
1985-06-28,-0.437,-0.272
1985-07-05,-0.413,-0.199
1985-07-12,-0.384,-0.131
1985-07-19,-0.351,-0.069
1985-07-26,-0.314,-0.012
1985-08-02,-0.275,0.043
1985-08-09,-0.237,0.1
1985-08-16,-0.2,0.157
1985-08-23,-0.168,0.211
1985-08-30,-0.142,0.257
1985-09-06,-0.125,0.293
1985-09-13,-0.118,0.313
1985-09-20,-0.123,0.315
1985-09-27,-0.139,0.3
1985-10-04,-0.165,0.265
1985-10-11,-0.197,0.215
1985-10-18,-0.233,0.154
1985-10-25,-0.267,0.093
1985-11-01,-0.297,0.042
1985-11-08,-0.32,0.011
1985-11-15,-0.333,0.007
1985-11-22,-0.335,0.027
1985-11-29,-0.328,0.064
1985-12-06,-0.315,0.105
1985-12-13,-0.298,0.14
1985-12-20,-0.28,0.162
1985-12-27,-0.263,0.171
1986-01-03,-0.251,0.165
1986-01-10,-0.244,0.147
1986-01-17,-0.242,0.117
1986-01-24,-0.246,0.074
1986-01-31,-0.254,0.019
1986-02-07,-0.265,-0.039
1986-02-14,-0.275,-0.088
1986-02-21,-0.285,-0.117
1986-02-28,-0.293,-0.121
1986-03-07,-0.301,-0.102
1986-03-14,-0.308,-0.072
1986-03-21,-0.317,-0.045
1986-03-28,-0.329,-0.032
1986-04-04,-0.346,-0.038
1986-04-11,-0.367,-0.058
1986-04-18,-0.391,-0.081
1986-04-25,-0.416,-0.099
1986-05-02,-0.438,-0.105
1986-05-09,-0.455,-0.094
1986-05-16,-0.467,-0.07
1986-05-23,-0.471,-0.032
1986-05-30,-0.47,0.018
1986-06-06,-0.463,0.077
1986-06-13,-0.453,0.139
1986-06-20,-0.443,0.196
1986-06-27,-0.438,0.236
1986-07-04,-0.439,0.253
1986-07-11,-0.448,0.245
1986-07-18,-0.464,0.212
1986-07-25,-0.487,0.162
1986-08-01,-0.513,0.103
1986-08-08,-0.538,0.045
1986-08-15,-0.56,-0.007
1986-08-22,-0.576,-0.042
1986-08-29,-0.583,-0.055
1986-09-05,-0.582,-0.045
1986-09-12,-0.572,-0.015
1986-09-19,-0.56,0.02
1986-09-26,-0.547,0.049
1986-10-03,-0.536,0.062
1986-10-10,-0.53,0.052
1986-10-17,-0.529,0.021
1986-10-24,-0.532,-0.021
1986-10-31,-0.537,-0.066
1986-11-07,-0.543,-0.108
1986-11-14,-0.549,-0.139
1986-11-21,-0.55,-0.154
1986-11-28,-0.547,-0.152
1986-12-05,-0.54,-0.131
1986-12-12,-0.53,-0.096
1986-12-19,-0.518,-0.051
1986-12-26,-0.505,-0.007
1987-01-02,-0.496,0.021
1987-01-09,-0.488,0.029
1987-01-16,-0.483,0.016
1987-01-23,-0.481,-0.012
1987-01-30,-0.48,-0.047
1987-02-06,-0.478,-0.084
1987-02-13,-0.471,-0.115
1987-02-20,-0.456,-0.139
1987-02-27,-0.431,-0.157
1987-03-06,-0.393,-0.163
1987-03-13,-0.338,-0.145
1987-03-20,-0.264,-0.092
1987-03-27,-0.172,0.001
1987-04-03,-0.063,0.133
1987-04-10,0.058,0.297
1987-04-17,0.184,0.483
1987-04-24,0.307,0.677
1987-05-01,0.416,0.86
1987-05-08,0.508,1.026
1987-05-15,0.573,1.155
1987-05-22,0.613,1.236
1987-05-29,0.621,1.255
1987-06-05,0.603,1.22
1987-06-12,0.561,1.144
1987-06-19,0.499,1.041
1987-06-26,0.425,0.933
1987-07-03,0.344,0.827
1987-07-10,0.263,0.723
1987-07-17,0.183,0.61
1987-07-24,0.109,0.486
1987-07-31,0.047,0.363
1987-08-07,0.004,0.259
1987-08-14,-0.018,0.191
1987-08-21,-0.008,0.178
1987-08-28,0.035,0.219
1987-09-04,0.112,0.313
1987-09-11,0.218,0.445
1987-09-18,0.346,0.615
1987-09-25,0.489,0.821
1987-10-02,0.64,1.058
1987-10-09,0.787,1.3
1987-10-16,0.918,1.515
1987-10-23,1.026,1.671
1987-10-30,1.104,1.743
1987-11-06,1.145,1.732
1987-11-13,1.157,1.675
1987-11-20,1.146,1.608
1987-11-27,1.114,1.551
1987-12-04,1.066,1.513
1987-12-11,1.001,1.468
1987-12-18,0.925,1.405
1987-12-25,0.837,1.306
1988-01-01,0.742,1.177
