Member Entity ID,Parent Entity ID,Campus ID,Relationship,Source Record ID,Observation ID,Relationship Basis,Registry Version
building:ba5dad7cb61aa34c,campus:1cf429a81d68e649,campus:1cf429a81d68e649,building_in_campus,osm-way-1253282100,gigawatt:osm-way-1253282100,source-native building observation,9.6.2
building:f257c20924f0b540,campus:1cf429a81d68e649,campus:1cf429a81d68e649,building_in_campus,im3-source:59c556a2e0359726,im3:59c556a2e0359726,source-native building observation,9.6.2
building:f257c20924f0b540,campus:1cf429a81d68e649,campus:1cf429a81d68e649,building_in_campus,osm-way-844394340,gigawatt:osm-way-844394340,source-native building observation,9.6.2
building:0e21138ac947fe7d,campus:1cf429a81d68e649,campus:1cf429a81d68e649,building_in_campus,im3-source:a5e7ed47ac5168c4,im3:a5e7ed47ac5168c4,source-native building observation,9.6.2
building:0e21138ac947fe7d,campus:1cf429a81d68e649,campus:1cf429a81d68e649,building_in_campus,osm-way-1253282102,gigawatt:osm-way-1253282102,source-native building observation,9.6.2
building:15cc9d00dd5b09da,campus:1cf429a81d68e649,campus:1cf429a81d68e649,building_in_campus,im3-source:d1fc3b34dfe7309b,im3:d1fc3b34dfe7309b,source-native building observation,9.6.2
building:15cc9d00dd5b09da,campus:1cf429a81d68e649,campus:1cf429a81d68e649,building_in_campus,osm-way-1253282101,gigawatt:osm-way-1253282101,source-native building observation,9.6.2
building:247ffa10ae0ffb54,campus:1cf429a81d68e649,campus:1cf429a81d68e649,building_in_campus,im3-source:ed6cab9975275e78,im3:ed6cab9975275e78,source-native building observation,9.6.2
building:247ffa10ae0ffb54,campus:1cf429a81d68e649,campus:1cf429a81d68e649,building_in_campus,osm-way-844394339,gigawatt:osm-way-844394339,source-native building observation,9.6.2
campus:1cf429a81d68e649,campus:1cf429a81d68e649,campus:1cf429a81d68e649,observation_supports_campus,440,fractracker:440,campus identity evidence,9.6.2
campus:9f501e1ae3478980,campus:9f501e1ae3478980,campus:9f501e1ae3478980,observation_supports_campus,441,fractracker:441,campus identity evidence,9.6.2
campus:5dd5d72a1700b893,campus:5dd5d72a1700b893,campus:5dd5d72a1700b893,observation_supports_campus,442,fractracker:442,campus identity evidence,9.6.2
campus:fdce60c768911e42,campus:fdce60c768911e42,campus:fdce60c768911e42,observation_supports_campus,443,fractracker:443,campus identity evidence,9.6.2
campus:8140fbda15cd45bc,campus:8140fbda15cd45bc,campus:8140fbda15cd45bc,observation_supports_campus,444,fractracker:444,campus identity evidence,9.6.2
campus:9a35f6ebc2cc47fc,campus:9a35f6ebc2cc47fc,campus:9a35f6ebc2cc47fc,observation_supports_campus,445,fractracker:445,campus identity evidence,9.6.2
campus:350b4a8a8c4ecb40,campus:350b4a8a8c4ecb40,campus:350b4a8a8c4ecb40,observation_supports_campus,446,fractracker:446,campus identity evidence,9.6.2
campus:8468e2a68f742898,campus:8468e2a68f742898,campus:8468e2a68f742898,observation_supports_campus,448,fractracker:448,campus identity evidence,9.6.2
campus:3438442c4f01c6df,campus:3438442c4f01c6df,campus:3438442c4f01c6df,observation_supports_campus,449,fractracker:449,campus identity evidence,9.6.2
campus:132813a5ec2918a4,campus:132813a5ec2918a4,campus:132813a5ec2918a4,observation_supports_campus,45,fractracker:45,campus identity evidence,9.6.2
campus:b82bf0020f6e1d51,campus:b82bf0020f6e1d51,campus:b82bf0020f6e1d51,observation_supports_campus,450,fractracker:450,campus identity evidence,9.6.2
campus:3e769551b2340b5c,campus:3e769551b2340b5c,campus:3e769551b2340b5c,observation_supports_campus,451,fractracker:451,campus identity evidence,9.6.2
campus:9e522c6f66a56ab5,campus:9e522c6f66a56ab5,campus:9e522c6f66a56ab5,observation_supports_campus,452,fractracker:452,campus identity evidence,9.6.2
campus:e8f87e22f9092fc7,campus:e8f87e22f9092fc7,campus:e8f87e22f9092fc7,observation_supports_campus,453,fractracker:453,campus identity evidence,9.6.2
campus:cc756b945a99d5df,campus:cc756b945a99d5df,campus:cc756b945a99d5df,observation_supports_campus,455,fractracker:455,campus identity evidence,9.6.2
campus:adb0004cee00a268,campus:adb0004cee00a268,campus:adb0004cee00a268,observation_supports_campus,457,fractracker:457,campus identity evidence,9.6.2
campus:3018808dd0ff6e5b,campus:3018808dd0ff6e5b,campus:3018808dd0ff6e5b,observation_supports_campus,459,fractracker:459,campus identity evidence,9.6.2
campus:cd736e8106241eda,campus:cd736e8106241eda,campus:cd736e8106241eda,observation_supports_campus,46,fractracker:46,campus identity evidence,9.6.2
building:4e9d3e4d2cbefbc3,campus:92cab78b4549119f,campus:92cab78b4549119f,building_in_campus,im3-source:098969c68c6d909f,im3:098969c68c6d909f,source-native building observation,9.6.2
building:4e9d3e4d2cbefbc3,campus:92cab78b4549119f,campus:92cab78b4549119f,building_in_campus,osm-way-585998677,gigawatt:osm-way-585998677,source-native building observation,9.6.2
building:42067d4c341fda83,campus:92cab78b4549119f,campus:92cab78b4549119f,building_in_campus,im3-source:0e4280b7a6bc8102,im3:0e4280b7a6bc8102,source-native building observation,9.6.2
building:42067d4c341fda83,campus:92cab78b4549119f,campus:92cab78b4549119f,building_in_campus,osm-way-617194689,gigawatt:osm-way-617194689,source-native building observation,9.6.2
building:2a89628d1497921c,campus:92cab78b4549119f,campus:92cab78b4549119f,building_in_campus,im3-source:291892efe5781d69,im3:291892efe5781d69,source-native building observation,9.6.2
building:2a89628d1497921c,campus:92cab78b4549119f,campus:92cab78b4549119f,building_in_campus,osm-way-1421212901,gigawatt:osm-way-1421212901,source-native building observation,9.6.2
building:f45895813fed1c3c,campus:92cab78b4549119f,campus:92cab78b4549119f,building_in_campus,im3-source:39d3facd19356b8c,im3:39d3facd19356b8c,source-native building observation,9.6.2
building:f45895813fed1c3c,campus:92cab78b4549119f,campus:92cab78b4549119f,building_in_campus,osm-way-172739950,gigawatt:osm-way-172739950,source-native building observation,9.6.2
building:ff6691bf76116e11,campus:92cab78b4549119f,campus:92cab78b4549119f,building_in_campus,im3-source:87ea13659124b1d5,im3:87ea13659124b1d5,source-native building observation,9.6.2
building:ff6691bf76116e11,campus:92cab78b4549119f,campus:92cab78b4549119f,building_in_campus,osm-way-585998678,gigawatt:osm-way-585998678,source-native building observation,9.6.2
building:9d75bc8bb765038a,campus:92cab78b4549119f,campus:92cab78b4549119f,building_in_campus,im3-source:8b2b29e45c0b79d0,im3:8b2b29e45c0b79d0,source-native building observation,9.6.2
building:9d75bc8bb765038a,campus:92cab78b4549119f,campus:92cab78b4549119f,building_in_campus,osm-way-172739953,gigawatt:osm-way-172739953,source-native building observation,9.6.2
building:7b8c3605bf62590d,campus:92cab78b4549119f,campus:92cab78b4549119f,building_in_campus,im3-source:b7a655dcbc8a5230,im3:b7a655dcbc8a5230,source-native building observation,9.6.2
building:7b8c3605bf62590d,campus:92cab78b4549119f,campus:92cab78b4549119f,building_in_campus,osm-way-1263819877,gigawatt:osm-way-1263819877,source-native building observation,9.6.2
campus:92cab78b4549119f,campus:92cab78b4549119f,campus:92cab78b4549119f,observation_supports_campus,460,fractracker:460,campus identity evidence,9.6.2
campus:c6a321149fdce930,campus:c6a321149fdce930,campus:c6a321149fdce930,observation_supports_campus,461,fractracker:461,campus identity evidence,9.6.2
campus:9aaf142fb249b96b,campus:9aaf142fb249b96b,campus:9aaf142fb249b96b,observation_supports_campus,462,fractracker:462,campus identity evidence,9.6.2
campus:774b13ea29a3aabd,campus:774b13ea29a3aabd,campus:774b13ea29a3aabd,observation_supports_campus,463,fractracker:463,campus identity evidence,9.6.2
campus:b71fe89b9489631d,campus:b71fe89b9489631d,campus:b71fe89b9489631d,observation_supports_campus,464,fractracker:464,campus identity evidence,9.6.2
campus:2c07555a35218cae,campus:2c07555a35218cae,campus:2c07555a35218cae,observation_supports_campus,466,fractracker:466,campus identity evidence,9.6.2
campus:a60cbf3e88e6a8b8,campus:a60cbf3e88e6a8b8,campus:a60cbf3e88e6a8b8,observation_supports_campus,468,fractracker:468,campus identity evidence,9.6.2
campus:b74e89a22b0700b6,campus:b74e89a22b0700b6,campus:b74e89a22b0700b6,observation_supports_campus,47,fractracker:47,campus identity evidence,9.6.2
campus:0f4ca5994db0bc97,campus:0f4ca5994db0bc97,campus:0f4ca5994db0bc97,observation_supports_campus,470,fractracker:470,campus identity evidence,9.6.2
building:1dc3b32ef3741cda,campus:4cc736968b89b77e,campus:4cc736968b89b77e,building_in_campus,osm-node-12766117170,gigawatt:osm-node-12766117170,source-native building observation,9.6.2
campus:4cc736968b89b77e,campus:4cc736968b89b77e,campus:4cc736968b89b77e,observation_supports_campus,473,fractracker:473,campus identity evidence,9.6.2
campus:4cc736968b89b77e,campus:4cc736968b89b77e,campus:4cc736968b89b77e,observation_supports_campus,im3-source:2ace02dfa6755981,im3:2ace02dfa6755981,campus identity evidence,9.6.2
campus:d9981f3f1f59d96c,campus:d9981f3f1f59d96c,campus:d9981f3f1f59d96c,observation_supports_campus,478,fractracker:478,campus identity evidence,9.6.2
campus:189a3d6f048160f2,campus:189a3d6f048160f2,campus:189a3d6f048160f2,observation_supports_campus,479,fractracker:479,campus identity evidence,9.6.2
building:d2505384535e92ad,campus:46e9c040f578c359,campus:46e9c040f578c359,building_in_campus,im3-source:3def72e2f7cf4dbe,im3:3def72e2f7cf4dbe,source-native building observation,9.6.2
building:d2505384535e92ad,campus:46e9c040f578c359,campus:46e9c040f578c359,building_in_campus,osm-way-1227604493,gigawatt:osm-way-1227604493,source-native building observation,9.6.2
building:fbbd5f5504a5d187,campus:46e9c040f578c359,campus:46e9c040f578c359,building_in_campus,im3-source:7cdba71408eae14c,im3:7cdba71408eae14c,source-native building observation,9.6.2
building:fbbd5f5504a5d187,campus:46e9c040f578c359,campus:46e9c040f578c359,building_in_campus,osm-way-600806974,gigawatt:osm-way-600806974,source-native building observation,9.6.2
building:b8b7b01c3a6c52a0,campus:46e9c040f578c359,campus:46e9c040f578c359,building_in_campus,im3-source:8260cded8e74a3ff,im3:8260cded8e74a3ff,source-native building observation,9.6.2
building:b8b7b01c3a6c52a0,campus:46e9c040f578c359,campus:46e9c040f578c359,building_in_campus,osm-way-35491576,gigawatt:osm-way-35491576,source-native building observation,9.6.2
building:4a7038beb15f5876,campus:46e9c040f578c359,campus:46e9c040f578c359,building_in_campus,im3-source:fc555e4255b19811,im3:fc555e4255b19811,source-native building observation,9.6.2
building:4a7038beb15f5876,campus:46e9c040f578c359,campus:46e9c040f578c359,building_in_campus,osm-way-161126131,gigawatt:osm-way-161126131,source-native building observation,9.6.2
campus:46e9c040f578c359,campus:46e9c040f578c359,campus:46e9c040f578c359,observation_supports_campus,48,fractracker:48,campus identity evidence,9.6.2
campus:93280746d7f46c1e,campus:93280746d7f46c1e,campus:93280746d7f46c1e,observation_supports_campus,483,fractracker:483,campus identity evidence,9.6.2
campus:0f2f4b04c1b9b84b,campus:0f2f4b04c1b9b84b,campus:0f2f4b04c1b9b84b,observation_supports_campus,485,fractracker:485,campus identity evidence,9.6.2
campus:0f2f4b04c1b9b84b,campus:0f2f4b04c1b9b84b,campus:0f2f4b04c1b9b84b,observation_supports_campus,484,fractracker:484,campus identity evidence,9.6.2
campus:192ddec5e440ff4a,campus:192ddec5e440ff4a,campus:192ddec5e440ff4a,observation_supports_campus,486,fractracker:486,campus identity evidence,9.6.2
campus:442b4d942841510c,campus:442b4d942841510c,campus:442b4d942841510c,observation_supports_campus,488,fractracker:488,campus identity evidence,9.6.2
campus:9adbe057a565a630,campus:9adbe057a565a630,campus:9adbe057a565a630,observation_supports_campus,490,fractracker:490,campus identity evidence,9.6.2
campus:f56e2a5fa1af5df2,campus:f56e2a5fa1af5df2,campus:f56e2a5fa1af5df2,observation_supports_campus,491,fractracker:491,campus identity evidence,9.6.2
campus:7dfe30596b7f740e,campus:7dfe30596b7f740e,campus:7dfe30596b7f740e,observation_supports_campus,494,fractracker:494,campus identity evidence,9.6.2
building:bf23d7ee289f0923,campus:120da56b1b1035c6,campus:120da56b1b1035c6,building_in_campus,im3-source:4fe9883c9424bffc,im3:4fe9883c9424bffc,source-native building observation,9.6.2
building:bf23d7ee289f0923,campus:120da56b1b1035c6,campus:120da56b1b1035c6,building_in_campus,osm-way-247428943,gigawatt:osm-way-247428943,source-native building observation,9.6.2
campus:120da56b1b1035c6,campus:120da56b1b1035c6,campus:120da56b1b1035c6,observation_supports_campus,495,fractracker:495,campus identity evidence,9.6.2
campus:d2bfb7b90983c517,campus:d2bfb7b90983c517,campus:d2bfb7b90983c517,observation_supports_campus,497,fractracker:497,campus identity evidence,9.6.2
campus:ac0bbb956d867fd4,campus:ac0bbb956d867fd4,campus:ac0bbb956d867fd4,observation_supports_campus,5,fractracker:5,campus identity evidence,9.6.2
campus:cd61d3747587b394,campus:cd61d3747587b394,campus:cd61d3747587b394,observation_supports_campus,50,fractracker:50,campus identity evidence,9.6.2
campus:7f05536778195a3e,campus:7f05536778195a3e,campus:7f05536778195a3e,observation_supports_campus,500,fractracker:500,campus identity evidence,9.6.2
campus:cea1e63e44a7b967,campus:cea1e63e44a7b967,campus:cea1e63e44a7b967,observation_supports_campus,501,fractracker:501,campus identity evidence,9.6.2
campus:cd7eb94bb8476eb3,campus:cd7eb94bb8476eb3,campus:cd7eb94bb8476eb3,observation_supports_campus,502,fractracker:502,campus identity evidence,9.6.2
campus:4ce78788cba56855,campus:4ce78788cba56855,campus:4ce78788cba56855,observation_supports_campus,503,fractracker:503,campus identity evidence,9.6.2
campus:01f210fc2abbd59b,campus:01f210fc2abbd59b,campus:01f210fc2abbd59b,observation_supports_campus,506,fractracker:506,campus identity evidence,9.6.2
campus:d897175ef725de90,campus:d897175ef725de90,campus:d897175ef725de90,observation_supports_campus,507,fractracker:507,campus identity evidence,9.6.2
campus:c2e94225378c4720,campus:c2e94225378c4720,campus:c2e94225378c4720,observation_supports_campus,508,fractracker:508,campus identity evidence,9.6.2
building:0fd325bf6a1bb3e2,campus:1db411b65eb38858,campus:1db411b65eb38858,building_in_campus,im3-source:fc5e842215782de5,im3:fc5e842215782de5,source-native building observation,9.6.2
building:0fd325bf6a1bb3e2,campus:1db411b65eb38858,campus:1db411b65eb38858,building_in_campus,osm-way-1252196814,gigawatt:osm-way-1252196814,source-native building observation,9.6.2
building:eee568eee0370221,campus:1db411b65eb38858,campus:1db411b65eb38858,building_in_campus,osm-way-1281982556,gigawatt:osm-way-1281982556,source-native building observation,9.6.2
campus:1db411b65eb38858,campus:1db411b65eb38858,campus:1db411b65eb38858,observation_supports_campus,509,fractracker:509,campus identity evidence,9.6.2
building:57874aa5b41d862e,campus:cc28ef9e2f7cffa6,campus:cc28ef9e2f7cffa6,building_in_campus,im3-source:16dbe3fe3b760221,im3:16dbe3fe3b760221,source-native building observation,9.6.2
building:57874aa5b41d862e,campus:cc28ef9e2f7cffa6,campus:cc28ef9e2f7cffa6,building_in_campus,osm-way-209073645,gigawatt:osm-way-209073645,source-native building observation,9.6.2
campus:cc28ef9e2f7cffa6,campus:cc28ef9e2f7cffa6,campus:cc28ef9e2f7cffa6,observation_supports_campus,51,fractracker:51,campus identity evidence,9.6.2
campus:27f662fe73ceff3b,campus:27f662fe73ceff3b,campus:27f662fe73ceff3b,observation_supports_campus,512,fractracker:512,campus identity evidence,9.6.2
campus:e759916db7aede78,campus:e759916db7aede78,campus:e759916db7aede78,observation_supports_campus,513,fractracker:513,campus identity evidence,9.6.2
campus:a5526d481f6af82c,campus:a5526d481f6af82c,campus:a5526d481f6af82c,observation_supports_campus,515,fractracker:515,campus identity evidence,9.6.2
campus:98377b2f5a2f7f46,campus:98377b2f5a2f7f46,campus:98377b2f5a2f7f46,observation_supports_campus,516,fractracker:516,campus identity evidence,9.6.2
building:97a4ecc3a65cde6f,campus:334d14101716c1bd,campus:334d14101716c1bd,building_in_campus,im3-source:2458b4ae916ea3a9,im3:2458b4ae916ea3a9,source-native building observation,9.6.2
building:97a4ecc3a65cde6f,campus:334d14101716c1bd,campus:334d14101716c1bd,building_in_campus,osm-way-975484796,gigawatt:osm-way-975484796,source-native building observation,9.6.2
building:5fa0b32759cbeb63,campus:334d14101716c1bd,campus:334d14101716c1bd,building_in_campus,im3-source:296099a15faae468,im3:296099a15faae468,source-native building observation,9.6.2
building:5fa0b32759cbeb63,campus:334d14101716c1bd,campus:334d14101716c1bd,building_in_campus,osm-way-874506250,gigawatt:osm-way-874506250,source-native building observation,9.6.2
building:7beff93f13a476dd,campus:334d14101716c1bd,campus:334d14101716c1bd,building_in_campus,im3-source:8f9616a3f48dc0d1,im3:8f9616a3f48dc0d1,source-native building observation,9.6.2
building:7beff93f13a476dd,campus:334d14101716c1bd,campus:334d14101716c1bd,building_in_campus,osm-way-975484797,gigawatt:osm-way-975484797,source-native building observation,9.6.2
building:5bd030fdc3b46fcd,campus:334d14101716c1bd,campus:334d14101716c1bd,building_in_campus,im3-source:bf462b10e2d9589b,im3:bf462b10e2d9589b,source-native building observation,9.6.2
building:5bd030fdc3b46fcd,campus:334d14101716c1bd,campus:334d14101716c1bd,building_in_campus,osm-way-975484798,gigawatt:osm-way-975484798,source-native building observation,9.6.2
building:6b7f02cbd77559d5,campus:334d14101716c1bd,campus:334d14101716c1bd,building_in_campus,im3-source:cfdec28c0abb89d6,im3:cfdec28c0abb89d6,source-native building observation,9.6.2
building:6b7f02cbd77559d5,campus:334d14101716c1bd,campus:334d14101716c1bd,building_in_campus,osm-way-673532692,gigawatt:osm-way-673532692,source-native building observation,9.6.2
building:2edd8ce54b4df635,campus:334d14101716c1bd,campus:334d14101716c1bd,building_in_campus,osm-way-460067225,gigawatt:osm-way-460067225,source-native building observation,9.6.2
campus:334d14101716c1bd,campus:334d14101716c1bd,campus:334d14101716c1bd,observation_supports_campus,518,fractracker:518,campus identity evidence,9.6.2
campus:ca525b1abaff5a0f,campus:ca525b1abaff5a0f,campus:ca525b1abaff5a0f,observation_supports_campus,519,fractracker:519,campus identity evidence,9.6.2
campus:a00fe84a3ecd1011,campus:a00fe84a3ecd1011,campus:a00fe84a3ecd1011,observation_supports_campus,52,fractracker:52,campus identity evidence,9.6.2
campus:861d475000045766,campus:861d475000045766,campus:861d475000045766,observation_supports_campus,520,fractracker:520,campus identity evidence,9.6.2
building:853b0ce3803f6c29,campus:e9da8c18b3f40170,campus:e9da8c18b3f40170,building_in_campus,im3-source:16d6bc4e37823bb8,im3:16d6bc4e37823bb8,source-native building observation,9.6.2
building:853b0ce3803f6c29,campus:e9da8c18b3f40170,campus:e9da8c18b3f40170,building_in_campus,osm-way-1252196802,gigawatt:osm-way-1252196802,source-native building observation,9.6.2
building:5fbc1753a9dfbfc4,campus:e9da8c18b3f40170,campus:e9da8c18b3f40170,building_in_campus,im3-source:29b18bd675552dc7,im3:29b18bd675552dc7,source-native building observation,9.6.2
building:5fbc1753a9dfbfc4,campus:e9da8c18b3f40170,campus:e9da8c18b3f40170,building_in_campus,osm-way-1252196803,gigawatt:osm-way-1252196803,source-native building observation,9.6.2
building:0119cacf7147964d,campus:e9da8c18b3f40170,campus:e9da8c18b3f40170,building_in_campus,im3-source:7a8ca2c9dbaba183,im3:7a8ca2c9dbaba183,source-native building observation,9.6.2
building:0119cacf7147964d,campus:e9da8c18b3f40170,campus:e9da8c18b3f40170,building_in_campus,osm-way-1252196804,gigawatt:osm-way-1252196804,source-native building observation,9.6.2
building:00c53490e48530a1,campus:e9da8c18b3f40170,campus:e9da8c18b3f40170,building_in_campus,im3-source:7fcbc664876a7b29,im3:7fcbc664876a7b29,source-native building observation,9.6.2
building:00c53490e48530a1,campus:e9da8c18b3f40170,campus:e9da8c18b3f40170,building_in_campus,osm-way-1386016630,gigawatt:osm-way-1386016630,source-native building observation,9.6.2
building:dffc5b4acc77fa8e,campus:e9da8c18b3f40170,campus:e9da8c18b3f40170,building_in_campus,im3-source:d415d6acbb286afb,im3:d415d6acbb286afb,source-native building observation,9.6.2
building:dffc5b4acc77fa8e,campus:e9da8c18b3f40170,campus:e9da8c18b3f40170,building_in_campus,osm-way-1386016631,gigawatt:osm-way-1386016631,source-native building observation,9.6.2
building:c0b2eb6b36bfe3c5,campus:e9da8c18b3f40170,campus:e9da8c18b3f40170,building_in_campus,im3-source:fdeb317ccd5c226c,im3:fdeb317ccd5c226c,source-native building observation,9.6.2
building:c0b2eb6b36bfe3c5,campus:e9da8c18b3f40170,campus:e9da8c18b3f40170,building_in_campus,osm-way-1386016629,gigawatt:osm-way-1386016629,source-native building observation,9.6.2
campus:e9da8c18b3f40170,campus:e9da8c18b3f40170,campus:e9da8c18b3f40170,observation_supports_campus,521,fractracker:521,campus identity evidence,9.6.2
building:7046b55eefec7554,campus:ae232121abbc5e91,campus:ae232121abbc5e91,building_in_campus,im3-source:33d0567b9fa29019,im3:33d0567b9fa29019,source-native building observation,9.6.2
building:7046b55eefec7554,campus:ae232121abbc5e91,campus:ae232121abbc5e91,building_in_campus,osm-way-1020374279,gigawatt:osm-way-1020374279,source-native building observation,9.6.2
building:bc3d6e25309f3694,campus:ae232121abbc5e91,campus:ae232121abbc5e91,building_in_campus,im3-source:b087d2081ca47533,im3:b087d2081ca47533,source-native building observation,9.6.2
building:bc3d6e25309f3694,campus:ae232121abbc5e91,campus:ae232121abbc5e91,building_in_campus,osm-way-1020374277,gigawatt:osm-way-1020374277,source-native building observation,9.6.2
building:ca12bd14056042a4,campus:ae232121abbc5e91,campus:ae232121abbc5e91,building_in_campus,im3-source:b9c22adf267566b5,im3:b9c22adf267566b5,source-native building observation,9.6.2
building:ca12bd14056042a4,campus:ae232121abbc5e91,campus:ae232121abbc5e91,building_in_campus,osm-way-1252196801,gigawatt:osm-way-1252196801,source-native building observation,9.6.2
building:589eebe562ee7712,campus:ae232121abbc5e91,campus:ae232121abbc5e91,building_in_campus,im3-source:d3cbab2d5ab92492,im3:d3cbab2d5ab92492,source-native building observation,9.6.2
building:589eebe562ee7712,campus:ae232121abbc5e91,campus:ae232121abbc5e91,building_in_campus,osm-way-562775657,gigawatt:osm-way-562775657,source-native building observation,9.6.2
building:47c31d1c222d72f7,campus:ae232121abbc5e91,campus:ae232121abbc5e91,building_in_campus,osm-way-460067220,gigawatt:osm-way-460067220,source-native building observation,9.6.2
campus:ae232121abbc5e91,campus:ae232121abbc5e91,campus:ae232121abbc5e91,observation_supports_campus,522,fractracker:522,campus identity evidence,9.6.2
building:6c1558a2d822afa2,campus:7e05eec5472f1ad6,campus:7e05eec5472f1ad6,building_in_campus,im3-source:46a203a63db5459b,im3:46a203a63db5459b,source-native building observation,9.6.2
building:6c1558a2d822afa2,campus:7e05eec5472f1ad6,campus:7e05eec5472f1ad6,building_in_campus,osm-way-1386016628,gigawatt:osm-way-1386016628,source-native building observation,9.6.2
building:11876185ff88a9c8,campus:7e05eec5472f1ad6,campus:7e05eec5472f1ad6,building_in_campus,im3-source:52d6e255796ea33b,im3:52d6e255796ea33b,source-native building observation,9.6.2
building:11876185ff88a9c8,campus:7e05eec5472f1ad6,campus:7e05eec5472f1ad6,building_in_campus,osm-way-1386016627,gigawatt:osm-way-1386016627,source-native building observation,9.6.2
building:fc295bf0a3c4b7d2,campus:7e05eec5472f1ad6,campus:7e05eec5472f1ad6,building_in_campus,im3-source:cc7ce806db73d1fb,im3:cc7ce806db73d1fb,source-native building observation,9.6.2
building:fc295bf0a3c4b7d2,campus:7e05eec5472f1ad6,campus:7e05eec5472f1ad6,building_in_campus,osm-way-1020374278,gigawatt:osm-way-1020374278,source-native building observation,9.6.2
campus:7e05eec5472f1ad6,campus:7e05eec5472f1ad6,campus:7e05eec5472f1ad6,observation_supports_campus,523,fractracker:523,campus identity evidence,9.6.2
campus:eb1343603799e4de,campus:eb1343603799e4de,campus:eb1343603799e4de,observation_supports_campus,524,fractracker:524,campus identity evidence,9.6.2
campus:ea41d5743dacbb5a,campus:ea41d5743dacbb5a,campus:ea41d5743dacbb5a,observation_supports_campus,525,fractracker:525,campus identity evidence,9.6.2
campus:61fc21b2cabbc519,campus:61fc21b2cabbc519,campus:61fc21b2cabbc519,observation_supports_campus,526,fractracker:526,campus identity evidence,9.6.2
campus:26d2cae6c5d7c908,campus:26d2cae6c5d7c908,campus:26d2cae6c5d7c908,observation_supports_campus,527,fractracker:527,campus identity evidence,9.6.2
building:d16cbc399fd05aab,campus:d21c2d5053cc9ad6,campus:d21c2d5053cc9ad6,building_in_campus,im3-source:0461e3913ee107b5,im3:0461e3913ee107b5,source-native building observation,9.6.2
building:d16cbc399fd05aab,campus:d21c2d5053cc9ad6,campus:d21c2d5053cc9ad6,building_in_campus,osm-way-1252196824,gigawatt:osm-way-1252196824,source-native building observation,9.6.2
campus:d21c2d5053cc9ad6,campus:d21c2d5053cc9ad6,campus:d21c2d5053cc9ad6,observation_supports_campus,528,fractracker:528,campus identity evidence,9.6.2
campus:a6041f23909c30d6,campus:a6041f23909c30d6,campus:a6041f23909c30d6,observation_supports_campus,529,fractracker:529,campus identity evidence,9.6.2
building:d891d795c96e16b8,campus:57a889ac8d728e53,campus:57a889ac8d728e53,building_in_campus,im3-source:ded749ebbdccd1d9,im3:ded749ebbdccd1d9,source-native building observation,9.6.2
building:d891d795c96e16b8,campus:57a889ac8d728e53,campus:57a889ac8d728e53,building_in_campus,osm-way-54383197,gigawatt:osm-way-54383197,source-native building observation,9.6.2
campus:57a889ac8d728e53,campus:57a889ac8d728e53,campus:57a889ac8d728e53,observation_supports_campus,53,fractracker:53,campus identity evidence,9.6.2
campus:907ec90e2d4a10a6,campus:907ec90e2d4a10a6,campus:907ec90e2d4a10a6,observation_supports_campus,530,fractracker:530,campus identity evidence,9.6.2
campus:a3c9cbc950fb1fab,campus:a3c9cbc950fb1fab,campus:a3c9cbc950fb1fab,observation_supports_campus,531,fractracker:531,campus identity evidence,9.6.2
campus:7963bf44f90bd83e,campus:7963bf44f90bd83e,campus:7963bf44f90bd83e,observation_supports_campus,532,fractracker:532,campus identity evidence,9.6.2
building:78eabd4f662c7cc5,campus:a58ac91d7a6f090a,campus:a58ac91d7a6f090a,building_in_campus,im3-source:e75943b343e5e218,im3:e75943b343e5e218,source-native building observation,9.6.2
building:78eabd4f662c7cc5,campus:a58ac91d7a6f090a,campus:a58ac91d7a6f090a,building_in_campus,osm-way-1252196812,gigawatt:osm-way-1252196812,source-native building observation,9.6.2
building:f77d65de1a34687b,campus:a58ac91d7a6f090a,campus:a58ac91d7a6f090a,building_in_campus,im3-source:ea7eaca2e07c42f7,im3:ea7eaca2e07c42f7,source-native building observation,9.6.2
building:f77d65de1a34687b,campus:a58ac91d7a6f090a,campus:a58ac91d7a6f090a,building_in_campus,osm-way-1386016632,gigawatt:osm-way-1386016632,source-native building observation,9.6.2
campus:a58ac91d7a6f090a,campus:a58ac91d7a6f090a,campus:a58ac91d7a6f090a,observation_supports_campus,534,fractracker:534,campus identity evidence,9.6.2
campus:6bf170b0aa97d349,campus:6bf170b0aa97d349,campus:6bf170b0aa97d349,observation_supports_campus,536,fractracker:536,campus identity evidence,9.6.2
campus:42fa1658f6c5de29,campus:42fa1658f6c5de29,campus:42fa1658f6c5de29,observation_supports_campus,537,fractracker:537,campus identity evidence,9.6.2
campus:313d9be4f9adc997,campus:313d9be4f9adc997,campus:313d9be4f9adc997,observation_supports_campus,540,fractracker:540,campus identity evidence,9.6.2
campus:0ae4144094b8f85b,campus:0ae4144094b8f85b,campus:0ae4144094b8f85b,observation_supports_campus,543,fractracker:543,campus identity evidence,9.6.2
campus:6536fc9e240072c8,campus:6536fc9e240072c8,campus:6536fc9e240072c8,observation_supports_campus,547,fractracker:547,campus identity evidence,9.6.2
campus:e23c3a93edea9869,campus:e23c3a93edea9869,campus:e23c3a93edea9869,observation_supports_campus,548,fractracker:548,campus identity evidence,9.6.2
