Dataset,Geography Level,Geography,Metric,Value,Unit,Observation Date,Source,Source URL,Boundary
Project development records,State,Pennsylvania,Active Pipeline,42.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Pennsylvania,Approved or Under Construction,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Pennsylvania,Cancelled,3.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Pennsylvania,Expanding,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Pennsylvania,Operating,43.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Pennsylvania,Proposed,40.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Pennsylvania,Suspended,4.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Pennsylvania,Total,92.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Rhode Island,Active Pipeline,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Rhode Island,Approved or Under Construction,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Rhode Island,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Rhode Island,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Rhode Island,Operating,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Rhode Island,Proposed,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Rhode Island,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Rhode Island,Total,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Carolina,Active Pipeline,5.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Carolina,Approved or Under Construction,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Carolina,Cancelled,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Carolina,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Carolina,Operating,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Carolina,Proposed,4.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Carolina,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Carolina,Total,8.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Dakota,Active Pipeline,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Dakota,Approved or Under Construction,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Dakota,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Dakota,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Dakota,Operating,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Dakota,Proposed,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Dakota,Suspended,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,South Dakota,Total,3.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Tennessee,Active Pipeline,5.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Tennessee,Approved or Under Construction,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Tennessee,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Tennessee,Expanding,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Tennessee,Operating,5.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Tennessee,Proposed,4.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Tennessee,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Tennessee,Total,10.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Texas,Active Pipeline,105.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Texas,Approved or Under Construction,26.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Texas,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Texas,Expanding,4.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Texas,Operating,60.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Texas,Proposed,75.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Texas,Suspended,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Texas,Total,167.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Utah,Active Pipeline,6.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Utah,Approved or Under Construction,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Utah,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Utah,Expanding,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Utah,Operating,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Utah,Proposed,5.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Utah,Suspended,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Utah,Total,7.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Vermont,Active Pipeline,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Vermont,Approved or Under Construction,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Vermont,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Vermont,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Vermont,Operating,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Vermont,Proposed,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Vermont,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Vermont,Total,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Virginia,Active Pipeline,259.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Virginia,Approved or Under Construction,11.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Virginia,Cancelled,5.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Virginia,Expanding,33.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Virginia,Operating,181.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Virginia,Proposed,215.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Virginia,Suspended,7.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Virginia,Total,452.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Washington,Active Pipeline,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Washington,Approved or Under Construction,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Washington,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Washington,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Washington,Operating,17.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Washington,Proposed,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Washington,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Washington,Total,18.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,West Virginia,Active Pipeline,8.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,West Virginia,Approved or Under Construction,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,West Virginia,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,West Virginia,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,West Virginia,Operating,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,West Virginia,Proposed,6.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,West Virginia,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,West Virginia,Total,8.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wisconsin,Active Pipeline,10.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wisconsin,Approved or Under Construction,3.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wisconsin,Cancelled,4.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wisconsin,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wisconsin,Operating,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wisconsin,Proposed,7.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wisconsin,Suspended,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wisconsin,Total,17.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wyoming,Active Pipeline,4.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wyoming,Approved or Under Construction,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wyoming,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wyoming,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wyoming,Operating,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wyoming,Proposed,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wyoming,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Wyoming,Total,4.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,United States,United States,Approved / under construction published capacity,75495.0,MW,2026-06-03,FracTracker Alliance / Halt the Harm,https://datacenters.halttheharm.net/data-center-locations/,Published capacity is partial and missing values remain missing; it is not energized load.
Project development records,United States,United States,Approved / under construction published floor area,163852656.0,square feet,2026-06-03,FracTracker Alliance / Halt the Harm,https://datacenters.halttheharm.net/data-center-locations/,Published floor area is partial and source-reported.
Project development records,United States,United States,Approved / under construction sites,143.0,facilities/projects,2026-06-03,FracTracker Alliance / Halt the Harm,https://datacenters.halttheharm.net/data-center-locations/,Open proposal-focused tracker; stage categories are source-defined and are not a complete operating-facility census.
Project development records,United States,United States,Cancelled sites,50.0,facilities/projects,2026-06-03,FracTracker Alliance / Halt the Harm,https://datacenters.halttheharm.net/data-center-locations/,Open proposal-focused tracker; stage categories are source-defined and are not a complete operating-facility census.
Project development records,United States,United States,Expanding published capacity,15083.0,MW,2026-06-03,FracTracker Alliance / Halt the Harm,https://datacenters.halttheharm.net/data-center-locations/,Published capacity is partial and missing values remain missing; it is not energized load.
Project development records,United States,United States,Expanding published floor area,33086829.0,square feet,2026-06-03,FracTracker Alliance / Halt the Harm,https://datacenters.halttheharm.net/data-center-locations/,Published floor area is partial and source-reported.
Project development records,United States,United States,Expanding sites,55.0,facilities/projects,2026-06-03,FracTracker Alliance / Halt the Harm,https://datacenters.halttheharm.net/data-center-locations/,Open proposal-focused tracker; stage categories are source-defined and are not a complete operating-facility census.
Project development records,United States,United States,Operating published capacity,22902.5,MW,2026-06-03,FracTracker Alliance / Halt the Harm,https://datacenters.halttheharm.net/data-center-locations/,Published capacity is partial and missing values remain missing; it is not energized load.
Project development records,United States,United States,Operating published floor area,144654242.0,square feet,2026-06-03,FracTracker Alliance / Halt the Harm,https://datacenters.halttheharm.net/data-center-locations/,Published floor area is partial and source-reported.
Project development records,United States,United States,Operating sites,529.0,facilities/projects,2026-06-03,FracTracker Alliance / Halt the Harm,https://datacenters.halttheharm.net/data-center-locations/,Open proposal-focused tracker; stage categories are source-defined and are not a complete operating-facility census.
Project development records,United States,United States,Proposed published capacity,196577.0,MW,2026-06-03,FracTracker Alliance / Halt the Harm,https://datacenters.halttheharm.net/data-center-locations/,Published capacity is partial and missing values remain missing; it is not energized load.
Project development records,United States,United States,Proposed published floor area,691089052.0,square feet,2026-06-03,FracTracker Alliance / Halt the Harm,https://datacenters.halttheharm.net/data-center-locations/,Published floor area is partial and source-reported.
Project development records,United States,United States,Proposed sites,696.0,facilities/projects,2026-06-03,FracTracker Alliance / Halt the Harm,https://datacenters.halttheharm.net/data-center-locations/,Open proposal-focused tracker; stage categories are source-defined and are not a complete operating-facility census.
Project development records,United States,United States,Suspended sites,50.0,facilities/projects,2026-06-03,FracTracker Alliance / Halt the Harm,https://datacenters.halttheharm.net/data-center-locations/,Open proposal-focused tracker; stage categories are source-defined and are not a complete operating-facility census.
