Date,Sector,Ticker,Company,Price,P/E,Forward P/E,Market Cap,Revenue,Revenue Growth,Beta,52W High,52W Low,1Y Return,Basket Score,Basket Tier,Basket Weight,CapEx,CapEx Growth,Operating Cash Flow,Free Cash Flow,Net Income,EBITDA,Total Debt,Cash,Net Debt,FCF Margin YoY Change,Net Debt / EBITDA YoY Change,CapEx / OCF YoY Change,Price Extension 200D,Momentum Acceleration,Volatility Expansion,Volume Activity,Forward EV/EBIT,Enterprise Value,Forward Revenue,Operating Income,Operating Margin,Forward EBIT,Market Data Date,YTD Return,YTD Start Market Cap,YTD Year
2026-06-12,CONSUMER_AI,APP,APP,496.769989014,43.272648,22.656311,166885000000.0,6164192256.0,,2.19399775308,733.599975586,324.700012207,0.305297195178,76.2272727273,1,4.0,,,,,,,,,,,,,-0.0832039657337,0.00916744613642,-0.0743718862147,-0.166861921003,,,,,,,2026-06-12,,,
2026-06-12,CONSUMER_AI,DUOL,DUOL,122.629997253,4.83244467029,,2041176304.28,1098813000.0,0.354529137811,0.874449175747,481.480010986,90.0299987793,-0.74530615092,23.6515151515,4,1.0,3536000.0,-0.252589304587,369520000.0,365984000.0,422390000.0,171495000.0,,1138561000.0,,0.0438204776048,,-0.0101947152877,-0.302262811699,0.431658178328,-0.177461386424,-0.264549431314,,,,156503000.0,0.142429148545,,2026-06-12,,,
2026-06-12,CONSUMER_AI,NFLX,NFLX,80.3399963379,25.3076836969,,338455876304.0,46889992000.0,0.167192152146,0.347158474848,133.912994385,75.8600006104,-0.338781779647,85.3484848485,1,4.0,756073000.0,0.536418336886,12650279000.0,11894206000.0,13373641000.0,14288498000.0,20535734000.0,12259772000.0,8275962000.0,0.0683165667132,-0.585112669863,-0.0022254526953,-0.190203330573,-0.0717137679447,-0.0376621694809,-0.162771051702,,346731838304.0,,13936601000.0,0.297219095282,,2026-06-12,,,
2026-06-12,CONSUMER_AI,PINS,PINS,20.2099990845,0.0,,0.0,4374293000.0,0.163013593373,0.872923631916,39.1699981689,15.4200000763,-0.40593771862,18.4545454545,4,1.0,37733000.0,0.333604297731,1231332000.0,1193599000.0,334346000.0,300815000.0,,378077000.0,,-0.0165123020066,,0.0053068510144,-0.190220173576,0.21626542023,-0.134805202396,0.344327194909,,,,275068000.0,0.0628828475825,,2026-06-12,,,
2026-06-12,CONSUMER_AI,RBLX,RBLX,43.3100013733,,,31001082433.0,5297551000.0,0.381050166767,1.53247860176,141.559997559,41.3100013733,-0.544632519237,52.7575757576,2,3.0,188039000.0,-0.0924495883085,1485727000.0,1297688000.0,-1096057000.0,-1053942000.0,1174370000.0,1188000000.0,-13630000.0,0.0348695365944,,-0.077955870072,-0.478758584329,-0.0949514516137,0.124308762038,0.112760595314,,30987452433.0,,-1271342000.0,-0.239986741043,,2026-06-12,,,
2026-06-12,CONSUMER_AI,RDDT,RDDT,162.100006104,,,,2473556000.0,0.706367881413,1.70789489997,270.709991455,116.199996948,0.395008695015,46.9696969697,3,2.0,6817000.0,0.55781535649,875550000.0,868733000.0,707544000.0,637188000.0,,1374348000.0,,0.135144844642,,-0.00599315535499,-0.140753862712,0.122390862048,0.0566240990623,-0.0860526467402,,,,620993000.0,0.251052735414,,2026-06-12,,,
2026-06-12,CONSUMER_AI,ROKU,ROKU,143.660003662,105.414267273,,21240131541.4,4965458000.0,0.16776577038,2.10192036649,143.660003662,74.4100036621,0.871791578659,52.2727272727,3,2.0,59980000.0,-0.162407484988,231143000.0,171163000.0,201492000.0,151678000.0,0.0,1649877000.0,-1649877000.0,0.0198447915528,,-0.275704752634,0.378763327591,0.371225078013,0.113884694106,-0.157452175909,,19590254541.4,,103878000.0,0.0209201245887,,2026-06-12,,,
2026-06-12,CONSUMER_AI,SHOP,SHOP,108.239997864,0.0,,0.0,12366000000.0,0.392567567568,2.29198815291,179.009994507,95.4000015259,-0.00888198176756,31.7121212121,4,1.0,27000000.0,0.421052631579,2147000000.0,2120000000.0,1332000000.0,1677000000.0,,1848000000.0,,-0.00840452898313,,0.000818261262549,-0.216698294298,-0.106811785975,0.12617291078,0.00860367913367,,,,1647000000.0,0.133187772926,,2026-06-12,,,
2026-06-12,CONSUMER_AI,SNAP,SNAP,5.26000022888,,,9160469238.61,6097021000.0,0.102566944951,1.90941239733,10.3500003815,3.93000006676,-0.366265047228,42.2424242424,3,2.0,222539000.0,0.225489008326,831339000.0,608800000.0,-409853000.0,-242156000.0,3535735000.0,1061924000.0,2473811000.0,0.0464787273105,,-0.113217805604,-0.213246148258,0.250066584084,0.130643357847,-0.342193522197,,11634280238.6,,-412770000.0,-0.0677002752656,,2026-06-12,,,
2026-06-12,CONSUMER_AI,SPOT,SPOT,482.0,44.8513915072,,99211278014.0,,,0.643284064227,775.900024414,412.75,-0.314191407505,64.0,2,3.0,,,,,2212000000.0,,,,,,,,-0.140098014226,0.0140757969609,0.150963368181,0.11240066151,,,,,,,2026-06-12,,,
2026-06-12,CYBERSECURITY_AI_TRUST,CHKP,CHKP,124.059997559,12.763374,10.862646,12905689482.0,2756000000.0,,0.352175658054,231.229995728,112.470001221,-0.443552369335,58.0769230769,2,3.0,,,,,,,,,,,,,-0.270523023187,-0.0818673594323,0.427773259512,0.346342867263,,,,,,,2026-06-12,,,
2026-06-12,CYBERSECURITY_AI_TRUST,CRWD,CRWD,170.699996948,,109.25098,173817000000.0,5094199808.0,,1.44564606809,195.542495728,87.5625,0.417391427192,91.043956044,1,4.0,,,,,,,,,,,,,0.410120146141,0.437689016919,0.24212087828,0.213828392832,,,,,,,2026-06-12,,,
2026-06-12,CYBERSECURITY_AI_TRUST,FTNT,FTNT,146.300003052,56.92607,42.703983,107186000000.0,7109499904.0,,1.06258674083,149.669998169,74.3899993896,0.439110739539,87.8021978022,1,4.0,,,,,,,,,,,,,0.652475330955,0.644847535035,0.173643732278,0.0257337287817,,,,,,,2026-06-12,,,
2026-06-12,CYBERSECURITY_AI_TRUST,OKTA,OKTA,116.290000916,84.26812,27.17329,20391037784.0,2996000000.0,,1.19134930798,139.789993286,62.9300003052,0.160810546629,70.6043956044,2,3.0,,,,,,,,,,,,,0.340766417402,0.429598559847,0.561626257889,0.518022219694,,,,,,,2026-06-12,,,
2026-06-12,CYBERSECURITY_AI_TRUST,PANW,PANW,279.619995117,243.14783,67.926636,227890000000.0,10606499840.0,,1.09373642995,300.480010986,141.669998169,0.414579843716,98.5714285714,1,4.0,,,,,,,,,,,,,0.439381805865,0.564558571117,0.344001988362,0.224435431837,,,,,,,2026-06-12,,,
2026-06-12,CYBERSECURITY_AI_TRUST,QLYS,QLYS,111.239997864,20.007195,13.466286,3917539783.0,684864000.0,,0.320187383549,153.800003052,76.1999969482,-0.209269237594,36.2087912088,3,2.0,,,,,,,,,,,,,-0.0573356855299,0.167006657953,0.210323922294,0.272728033867,,,,,,,2026-06-12,,,
2026-06-12,CYBERSECURITY_AI_TRUST,RBRK,RBRK,68.1900024414,,,,1424778000.0,0.457260332819,1.69951886103,98.5,43.8100013733,-0.231575342766,50.7142857143,2,3.0,14139000.0,-0.162629552858,72506000.0,58367000.0,-288577000.0,-263838000.0,322821000.0,429397000.0,-106576000.0,0.0089081171863,,-0.155103269835,0.00907116968359,0.334402605814,0.0674725273116,0.195158794124,,,,-304959000.0,-0.214039660916,,2026-06-12,,,
2026-06-12,CYBERSECURITY_AI_TRUST,RDWR,RDWR,28.2299995422,64.15909,21.440453,1187988673.0,309640992.0,,0.889341528937,31.6900005341,21.7399997711,0.156493228951,19.3406593407,4,1.0,,,,,,,,,,,,,0.105478620407,0.0860002197363,0.25071769437,-0.263871465215,,,,,,,2026-06-12,,,
2026-06-12,CYBERSECURITY_AI_TRUST,RPD,RPD,7.13999986649,20.4,4.6016717,477170603.6,859232000.0,,0.779056504067,25.5900001526,5.05000019073,-0.69911504407,11.8131868132,4,1.0,,,,,,,,,,,,,-0.411174096758,0.222576753961,0.083662903096,0.384821806789,,,,,,,2026-06-12,,,
2026-06-12,CYBERSECURITY_AI_TRUST,S,S,14.8500003815,,30.027905,5071009286.0,1048905984.0,,1.29606806284,19.7800006866,11.9399995804,-0.16946302693,46.5934065934,3,2.0,,,,,,,,,,,,,-0.0471087392678,0.0660178967889,0.164854118791,0.33167427689,,,,,,,2026-06-12,,,
2026-06-12,CYBERSECURITY_AI_TRUST,SAIL,SAIL,14.6199998856,,36.955585,8292215351.0,1121090048.0,,1.74272310941,24.2600002289,10.4899997711,-0.372532173207,50.5494505495,3,2.0,,,,,,,,,,,,,-0.164851805653,0.0340501873837,0.33076964242,0.920811204082,,,,,,,2026-06-12,,,
2026-06-12,CYBERSECURITY_AI_TRUST,TENB,TENB,26.7999992371,,12.341073,2955288792.0,1022326016.0,,1.00626877619,35.4599990845,16.0400009155,-0.157762429475,29.7252747253,4,1.0,,,,,,,,,,,,,0.0949411757947,0.357471818333,0.377035773578,0.774806052381,,,,,,,2026-06-12,,,
2026-06-12,CYBERSECURITY_AI_TRUST,VRNS,VRNS,33.3400001526,,87.22954,3915707236.0,660235008.0,,0.972010061969,63.3100013733,20.1900005341,-0.323732237961,27.967032967,4,1.0,,,,,,,,,,,,,-0.0661044756689,0.434681125989,-0.352647577189,-0.231894636942,,,,,,,2026-06-12,,,
2026-06-12,CYBERSECURITY_AI_TRUST,ZS,ZS,129.520004272,,28.170853,20944618369.0,3173563904.0,,0.977030176509,336.269989014,118.050003052,-0.570314808017,70.989010989,1,4.0,,,,,,,,,,,,,-0.396371240596,-0.0156319597343,0.608807133112,1.91641594822,,,,,,,2026-06-12,,,
2026-06-12,DATA_AI_INFRASTRUCTURE,AKAM,AKAM,133.5,45.10135,18.695515,19408957709.0,4266646016.0,,1.08679203322,161.13999939,70.5299987793,0.700420282353,51.6363636364,3,2.0,,,,,,,,,,,,,0.361518293421,0.0630548628494,0.523651869277,0.507177725636,,,,,,,2026-06-12,,,
2026-06-12,DATA_AI_INFRASTRUCTURE,DDOG,DDOG,229.899993896,589.4872,80.727844,81835245278.0,3672030976.0,,1.3112763041,277.489990234,102.614997864,0.873981034599,93.6363636364,1,4.0,,,,,,,,,,,,,0.5368350307,0.611800165573,0.242231326392,0.0803986927001,,,,,,,2026-06-12,,,
2026-06-12,DATA_AI_INFRASTRUCTURE,DOCN,DOCN,170.440002441,75.1083324442,,17787831264.4,948629000.0,0.176101057789,2.25775130499,180.5,25.7399997711,5.04397155426,32.8181818182,4,1.0,168934000.0,0.11150295749,213919000.0,44985000.0,236829000.0,309632000.0,919722000.0,741363000.0,178359000.0,-0.00888029064715,-3.93242313935,0.0197619478962,1.41513244959,0.258046601326,0.312770738907,-0.0391253079558,,17966190264.4,,155918000.0,0.164361409993,,2026-06-12,,,
2026-06-12,DATA_AI_INFRASTRUCTURE,ESTC,ESTC,60.3499984741,17.0583493116,,6273480892.93,1739331000.0,0.172612209566,0.993790639735,94.4700012207,43.2999992371,-0.275075093404,16.0909090909,4,1.0,2514000.0,-0.00158856235107,185696000.0,183182000.0,367766000.0,-30476000.0,570895000.0,768725000.0,-197830000.0,0.0430278466315,,-0.0129915820914,-0.122124379573,0.240666624902,0.0838567847508,0.317223699584,,6075650892.93,,-33476000.0,-0.0192464803996,,2026-06-12,,,
2026-06-12,DATA_AI_INFRASTRUCTURE,GTLB,GITLAB INC.,27.7900009155,,,,1004873000.0,0.248955033179,1.04830792477,51.0400009155,19.4200000763,-0.364218679991,40.4545454545,3,2.0,4261000.0,0.138695884554,282676000.0,278415000.0,-25053000.0,-47756000.0,,335395000.0,,0.150810001637,,-0.0204550071429,-0.202988979666,0.314577246309,0.160372414291,0.388342218827,,,,-51620000.0,-0.0513696755709,,2026-06-12,,,
2026-06-12,DATA_AI_INFRASTRUCTURE,MDB,MDB,342.799987793,,46.71388,27572063594.0,2602398976.0,,1.70199952044,440.600006104,201.0,0.62726659942,57.4545454545,2,3.0,,,,,,,,,,,,,0.032797770838,0.158998307936,0.0140558091164,0.380604991412,,,,,,,2026-06-12,,,
2026-06-12,DATA_AI_INFRASTRUCTURE,NET,NET,228.479995728,,145.40271,81096590066.0,2328604928.0,,1.61385588951,272.660003662,160.190002441,0.337626596764,75.7272727273,2,3.0,,,,,,,,,,,,,0.10341148456,0.00760764331477,0.45777707073,0.122348461783,,,,,,,2026-06-12,,,
2026-06-12,DATA_AI_INFRASTRUCTURE,NTNX,NTNX,49.3100013733,48.3206926466,,13329504670.0,2749734000.0,0.13036275411,0.756055084651,81.1200027466,34.4099998474,-0.330027141364,27.6363636364,4,1.0,64872000.0,0.262174835107,569562000.0,504690000.0,275855000.0,309769000.0,,718812000.0,,0.0485922076258,,-0.0214726365046,-0.0639577960333,0.338596321073,0.159616395667,0.225121141523,,,,235189000.0,0.0855315459604,,2026-06-12,,,
2026-06-12,DATA_AI_INFRASTRUCTURE,SNOW,SNOW,232.779998779,,86.72714,80681547577.0,5032822784.0,,1.37682730786,280.160003662,121.11000061,0.101760697294,78.7272727273,1,4.0,,,,,,,,,,,,,0.132512685038,0.27395618578,0.462056842745,0.913659286879,,,,,,,2026-06-12,,,
2026-06-12,DATA_AI_INFRASTRUCTURE,TWLO,TWLO,204.080001831,297.953072711,,30974009626.7,5301664000.0,0.15669750007,1.45694343155,236.63999939,92.4400024414,0.762348846743,77.1818181818,1,4.0,20938000.0,0.0,436505000.0,415567000.0,103956000.0,422432000.0,992722000.0,541976000.0,450746000.0,0.0249777514659,-1.36853905281,-0.0308286667805,0.521899882348,0.457518999979,0.212077325134,0.0589486962731,,31424755626.7,,242386000.0,0.0457188535524,,2026-06-12,,,
2026-06-12,DATA_AI_INFRASTRUCTURE,VRSK,"Verisk Analytics, Inc.",183.300003052,26.385743432,,24016303671.8,3102300000.0,0.0585525642338,-0.145860942585,310.637756348,156.413330078,-0.409923619051,48.6363636364,3,2.0,254400000.0,0.143884892086,1381700000.0,1127300000.0,910200000.0,1627700000.0,258400000.0,524500000.0,-266100000.0,0.0241733216953,0.227321627433,0.00130144602569,-0.121574606666,0.0147629197073,0.133197951307,0.233773331677,,23750203671.8,,1366000000.0,0.440318473391,,2026-06-12,,,
2026-06-12,DATA_CENTER_INFRASTRUCTURE,ANET,ANET,163.240005493,56.096222,36.686035,205547000000.0,9709899776.0,,2.09366036675,177.729995728,86.25,0.704500482563,78.8235294118,1,4.0,,,,,,,,,,,,,0.153482696029,0.0389494823437,0.160998661455,0.0322122577206,,,,,,,2026-06-12,,,
2026-06-12,DATA_CENTER_INFRASTRUCTURE,APLD,APLD,42.7000007629,,-44.248707,12202359533.0,319262016.0,,3.75195941528,49.6500015259,9.18000030518,2.41326938303,16.4705882353,4,1.0,,,,,,,,,,,,,0.394697885882,-0.0573338197527,0.00845574371284,-0.228262063725,,,,,,,2026-06-12,,,
2026-06-12,DATA_CENTER_INFRASTRUCTURE,CIEN,CIEN,445.980010986,149.1572,46.363476,63129773709.0,5569149952.0,,2.62795913934,627.0,72.1600036621,5.01618814934,51.7647058824,3,2.0,,,,,,,,,,,,,0.471214323891,-0.971932195523,0.251199308186,0.139917664007,,,,,,,2026-06-12,,,
2026-06-12,DATA_CENTER_INFRASTRUCTURE,COHR,COHR,385.029998779,160.663683885,,75327007525.8,6602084000.0,0.179988493382,2.95923448336,426.890014648,77.3700027466,3.75639299932,69.4117647059,2,3.0,397117000.0,0.165468280428,477315000.0,80198000.0,468849000.0,755037000.0,3193781000.0,1592730000.0,1601051000.0,-0.0134038214318,-3.9722352746,0.127538517196,0.767025911706,-0.344876586962,0.181964082113,0.146030133378,,76928058525.8,,505805000.0,0.076612930099,,2026-06-12,,,
2026-06-12,DATA_CENTER_INFRASTRUCTURE,CORZ,CORZ,27.6000003815,,93.03267,8773634180.0,354737984.0,,2.73359698235,29.0499992371,11.3500003815,1.27347607915,10.5882352941,4,1.0,,,,,,,,,,,,,0.497536003004,0.360476394071,-0.103338409425,-0.154233602341,,,,,,,2026-06-12,,,
2026-06-12,DATA_CENTER_INFRASTRUCTURE,CSCO,CSCO,120.648658752,40.366665,25.354195,477308000000.0,60745998336.0,,1.05364985583,129.515487671,62.4145126343,0.903032208795,92.3529411765,1,4.0,,,,,,,,,,,,,0.492990268449,0.321897945373,0.328556604299,0.199365358053,,,,,,,2026-06-12,,,
2026-06-12,DATA_CENTER_INFRASTRUCTURE,DELL,DELL,394.917419434,31.544659,18.70318,256372000000.0,134002000000.0,,2.00427277298,465.19128418,107.741027832,2.54131166401,93.5294117647,1,4.0,,,,,,,,,,,,,1.36560233866,0.964510338007,0.432835232589,0.631168371313,,,,,,,2026-06-12,,,
2026-06-12,DATA_CENTER_INFRASTRUCTURE,DLR,DLR,182.979995728,48.73016,64.3125,64728997022.0,6314048000.0,,0.833032132743,202.559463501,145.956436157,0.0738833290752,52.9411764706,3,2.0,,,,,,,,,,,,,0.0670305113804,0.00603098007778,0.0311078569642,0.133952987643,,,,,,,2026-06-12,,,
2026-06-12,DATA_CENTER_INFRASTRUCTURE,EQIX,EQIX,1055.84997559,72.96821,54.925446,104132000000.0,9525999616.0,,0.45144970892,1109.80102539,718.599914551,0.204640335491,68.2352941176,2,3.0,,,,,,,,,,,,,0.199833709829,0.0419249285753,-0.327222671758,-0.0667150447065,,,,,,,2026-06-12,,,
2026-06-12,DATA_CENTER_INFRASTRUCTURE,HPE,HPE,48.0294761658,45.01869,12.048916,63786881182.0,38793998336.0,,1.95561767912,55.98620224,17.1642875671,1.7241368343,60.5882352941,2,3.0,,,,,,,,,,,,,0.88062554736,0.818882229206,0.434175044766,0.659565778518,,,,,,,2026-06-12,,,
