Date,Series,Metric,Value,Unit,Series ID,sector_name,measure_text,Source
2025-04-01,Nonfarm Business — Unit labor costs,Year-over-year change,2.0,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2025-07-01,Nonfarm Business — Unit labor costs,Year-over-year change,2.0,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2025-10-01,Nonfarm Business — Unit labor costs,Year-over-year change,1.8,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2026-01-01,Nonfarm Business — Unit labor costs,Year-over-year change,0.4,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2026-04-01,Nonfarm Business — Unit labor costs,Year-over-year change,1.4,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2020-01-01,Nonfarm Business — Unit labor costs,Index,106.321,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2020-04-01,Nonfarm Business — Unit labor costs,Index,107.332,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2020-07-01,Nonfarm Business — Unit labor costs,Index,104.121,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2020-10-01,Nonfarm Business — Unit labor costs,Index,107.625,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2021-01-01,Nonfarm Business — Unit labor costs,Index,106.937,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2021-04-01,Nonfarm Business — Unit labor costs,Index,108.449,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2021-07-01,Nonfarm Business — Unit labor costs,Index,110.544,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2021-10-01,Nonfarm Business — Unit labor costs,Index,111.499,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2022-01-01,Nonfarm Business — Unit labor costs,Index,113.45,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2022-04-01,Nonfarm Business — Unit labor costs,Index,114.442,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2022-07-01,Nonfarm Business — Unit labor costs,Index,116.407,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2022-10-01,Nonfarm Business — Unit labor costs,Index,115.899,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2023-01-01,Nonfarm Business — Unit labor costs,Index,116.544,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2023-04-01,Nonfarm Business — Unit labor costs,Index,117.231,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2023-07-01,Nonfarm Business — Unit labor costs,Index,117.571,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2023-10-01,Nonfarm Business — Unit labor costs,Index,117.93,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2024-01-01,Nonfarm Business — Unit labor costs,Index,119.531,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2024-04-01,Nonfarm Business — Unit labor costs,Index,119.844,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2024-07-01,Nonfarm Business — Unit labor costs,Index,120.171,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2024-10-01,Nonfarm Business — Unit labor costs,Index,121.032,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2025-01-01,Nonfarm Business — Unit labor costs,Index,123.17,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2025-04-01,Nonfarm Business — Unit labor costs,Index,122.27,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2025-07-01,Nonfarm Business — Unit labor costs,Index,122.57,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2025-10-01,Nonfarm Business — Unit labor costs,Index,123.216,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2026-01-01,Nonfarm Business — Unit labor costs,Index,123.777,index 2017=100,PRS85006113,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
