Date,Value,Series ID,Series,Metric,Unit,Source
2025-06-01,43.38,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-07-01,43.19,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-08-01,43.43,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-09-01,43.61,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-10-01,43.45,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-11-01,44.17,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-12-01,44.69,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-01-01,44.76,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-02-01,45.15,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-03-01,45.63,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-04-01,44.9,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-05-01,45.84,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-01-01,32.36,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-02-01,32.5,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-03-01,32.52,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-04-01,32.87,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-05-01,32.44,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-06-01,32.3,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-07-01,32.17,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-08-01,32.48,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-09-01,32.56,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-10-01,32.46,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-11-01,32.69,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-12-01,32.83,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-01-01,33.07,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-02-01,33.6,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-03-01,33.65,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-04-01,33.93,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-05-01,33.98,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-06-01,34.11,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-07-01,34.36,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-08-01,34.58,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-09-01,34.75,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-10-01,35.14,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-11-01,35.53,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-12-01,35.9,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-01-01,35.2,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-02-01,35.01,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-03-01,34.84,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-04-01,34.89,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-05-01,34.94,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-06-01,34.97,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-07-01,34.8,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-08-01,34.72,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-09-01,34.92,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-10-01,34.7,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-11-01,34.52,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-12-01,34.31,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-01-01,34.77,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-02-01,34.74,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-03-01,34.9,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-04-01,35.01,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-05-01,35.86,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-06-01,35.56,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-07-01,35.83,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-08-01,36.13,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-09-01,36.31,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-10-01,36.52,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-11-01,36.97,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-12-01,37.19,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-01-01,37.72,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-02-01,38.34,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-03-01,39.4,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-04-01,39.63,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-05-01,40.13,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-06-01,40.69,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-07-01,41.59,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-08-01,41.81,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-09-01,42.2,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-10-01,42.57,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-11-01,42.75,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-12-01,43.47,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-01-01,43.9,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-02-01,43.81,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-03-01,44.43,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-04-01,44.53,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-05-01,44.41,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-06-01,44.63,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-07-01,44.72,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-08-01,44.49,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-09-01,44.58,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-10-01,44.66,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-11-01,44.51,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-12-01,44.56,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-01-01,43.75,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-02-01,44.44,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-03-01,44.61,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-04-01,44.06,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-05-01,44.56,CES3133440003,Semiconductor manufacturing,Hourly earnings,dollars per hour,BLS Current Employment Statistics
