q_id,q_status,q_date,prop_date,ia_date,IA_phase_clean,county,state,region,project_name,utility,entity,developer,service,project_type,type_1,type_2,type_3,type_clean,Technology Group,mw_1,mw_2,mw_3,Generation MW,Storage MW,Queue MW,Queue Accounting,q_year,prop_year
Q348,active,2020-09-22 00:00:00,2024-12-01 00:00:00,,Cluster Study,Coconino,AZ,West,,Arizona Public Service,APS,,NRIS/ERIS,Generation,Solar,Wind,Battery,Solar+Wind+Battery,Solar,300.0,,,300.0,,300.0,Submitted components; hybrid-storage imputation excluded,2020.0,2024.0
Q350,active,2020-09-28 00:00:00,2022-08-01 00:00:00,,Construction,Yuma,AZ,West,,Arizona Public Service,APS,,NRIS/ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,300.0,,,300.0,,300.0,Submitted components; hybrid-storage imputation excluded,2020.0,2022.0
Q352,active,2020-09-28 00:00:00,2023-11-30 00:00:00,,Cluster Study,Navajo,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,450.0,,,450.0,,450.0,Submitted components; hybrid-storage imputation excluded,2020.0,2023.0
Q354,active,2020-09-29 00:00:00,2023-12-01 00:00:00,,In Progress (unknown study),Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS/ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,250.0,,,250.0,,250.0,Submitted components; hybrid-storage imputation excluded,2020.0,2023.0
Q355,suspended,2020-09-29 00:00:00,2023-12-01 00:00:00,,Suspended,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS/ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2020.0,2023.0
Q357,active,2020-09-30 00:00:00,2023-12-10 00:00:00,,Construction,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,150.0,,,,150.0,150.0,Submitted components; hybrid-storage imputation excluded,2020.0,2023.0
Q358,active,2020-09-30 00:00:00,2024-12-31 00:00:00,,IA Executed,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,100.0,,,,100.0,100.0,Submitted components; hybrid-storage imputation excluded,2020.0,2024.0
Q359,active,2020-09-30 00:00:00,2023-12-01 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,NRIS/ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,315.0,,,315.0,,315.0,Submitted components; hybrid-storage imputation excluded,2020.0,2023.0
Q360,active,2020-09-30 00:00:00,2023-12-01 00:00:00,,IA Executed,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS/ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,550.0,,,550.0,,550.0,Submitted components; hybrid-storage imputation excluded,2020.0,2023.0
Q362,active,2020-09-30 00:00:00,2023-10-01 00:00:00,,Cluster Study,Pinal,NC,West,,Arizona Public Service,APS,,NRIS/ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,275.0,,,275.0,,275.0,Submitted components; hybrid-storage imputation excluded,2020.0,2023.0
Q363,active,2020-09-30 00:00:00,2023-12-16 00:00:00,,In Progress (unknown study),Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,100.0,,,,100.0,100.0,Submitted components; hybrid-storage imputation excluded,2020.0,2023.0
Q368,active,2021-03-18 00:00:00,2026-12-31 00:00:00,,Facility Study,Yuma,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,500.0,,,500.0,,500.0,Submitted components; hybrid-storage imputation excluded,2021.0,2026.0
Q370,active,2021-03-30 00:00:00,2024-12-15 00:00:00,,Cluster Study,Coconino,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Wind,,,Wind,Wind,309.7,,,309.7,,309.7,Submitted components; hybrid-storage imputation excluded,2021.0,2024.0
Q372,active,2021-03-30 00:00:00,2024-03-01 00:00:00,,In Progress (unknown study),Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Battery,,,Battery,Battery storage,100.0,,,,100.0,100.0,Submitted components; hybrid-storage imputation excluded,2021.0,2024.0
Q375,active,2021-03-31 00:00:00,2023-05-01 00:00:00,,IA Executed,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Battery,,,Battery,Battery storage,300.0,,,,300.0,300.0,Submitted components; hybrid-storage imputation excluded,2021.0,2023.0
Q377,suspended,2021-03-31 00:00:00,2024-06-01 00:00:00,,Suspended,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,250.0,,,250.0,,250.0,Submitted components; hybrid-storage imputation excluded,2021.0,2024.0
Q378,suspended,2021-03-31 00:00:00,2024-06-01 00:00:00,,Suspended,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,250.0,,,250.0,,250.0,Submitted components; hybrid-storage imputation excluded,2021.0,2024.0
Q379,suspended,2021-03-31 00:00:00,2024-06-01 00:00:00,,Suspended,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,1000.0,,,1000.0,,1000.0,Submitted components; hybrid-storage imputation excluded,2021.0,2024.0
Q384,suspended,2021-03-31 00:00:00,2025-10-01 00:00:00,,Suspended,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Battery,,,Battery,Battery storage,125.0,,,,125.0,125.0,Submitted components; hybrid-storage imputation excluded,2021.0,2025.0
Q387,active,2021-03-31 00:00:00,2025-01-12 00:00:00,,Cluster Study,Navajo,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,588.0,,,588.0,,588.0,Submitted components; hybrid-storage imputation excluded,2021.0,2025.0
Q388,active,2021-03-31 00:00:00,2025-01-12 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,323.0,,,323.0,,323.0,Submitted components; hybrid-storage imputation excluded,2021.0,2025.0
Q392,active,2021-03-31 00:00:00,2024-09-30 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,270.0,,,270.0,,270.0,Submitted components; hybrid-storage imputation excluded,2021.0,2024.0
Q393,active,2021-03-31 00:00:00,2024-12-31 00:00:00,,Cluster Study,Coconino,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,500.0,,,500.0,,500.0,Submitted components; hybrid-storage imputation excluded,2021.0,2024.0
Q394,active,2021-03-31 00:00:00,2021-10-21 00:00:00,,In Progress (unknown study),Maricopa,AZ,West,,Arizona Public Service,APS,,,Generation,Other,,,Other,Other,5.0,,,5.0,,5.0,Submitted components; hybrid-storage imputation excluded,2021.0,2021.0
Q401,active,2021-09-27 00:00:00,2026-12-31 00:00:00,,Cluster Study,Coconino,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,700.0,,,700.0,,700.0,Submitted components; hybrid-storage imputation excluded,2021.0,2026.0
Q402,active,2021-09-28 00:00:00,2025-01-08 00:00:00,,Cluster Study,Navajo,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,750.0,,,750.0,,750.0,Submitted components; hybrid-storage imputation excluded,2021.0,2025.0
Q409,active,2021-09-28 00:00:00,2025-12-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Battery,,,Battery,Battery storage,200.0,,,,200.0,200.0,Submitted components; hybrid-storage imputation excluded,2021.0,2025.0
Q422,active,2021-09-29 00:00:00,2025-12-31 00:00:00,,Cluster Study,Navajo,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Battery,,,Battery,Battery storage,200.0,,,,200.0,200.0,Submitted components; hybrid-storage imputation excluded,2021.0,2025.0
Q423,active,2021-09-29 00:00:00,2025-12-31 00:00:00,,Cluster Study,Navajo,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Battery,,,Battery,Battery storage,125.0,,,,125.0,125.0,Submitted components; hybrid-storage imputation excluded,2021.0,2025.0
Q424,active,2021-09-29 00:00:00,2025-12-31 00:00:00,,Cluster Study,Navajo,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2021.0,2025.0
Q425,active,2021-09-30 00:00:00,2024-12-01 00:00:00,,Cluster Study,Yuma,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2021.0,2024.0
Q427,active,2021-09-30 00:00:00,2025-05-01 00:00:00,,Facility Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Battery,,,Battery,Battery storage,250.0,,,,250.0,250.0,Submitted components; hybrid-storage imputation excluded,2021.0,2025.0
Q437,active,2021-09-30 00:00:00,2024-05-01 00:00:00,,Facility Study,Maricopa,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,300.0,,,300.0,,300.0,Submitted components; hybrid-storage imputation excluded,2021.0,2024.0
Q442,active,2022-03-21 00:00:00,2026-12-31 00:00:00,,Facility Study,Yuma,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
Q443,active,2022-03-21 00:00:00,2027-12-31 00:00:00,,Facility Study,Yuma,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,300.0,,,300.0,,300.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
Q444,active,2022-03-24 00:00:00,2024-04-15 00:00:00,,Cluster Study,Navajo,AZ,West,,Arizona Public Service,APS,,NRIS/ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,60.0,,,60.0,,60.0,Submitted components; hybrid-storage imputation excluded,2022.0,2024.0
Q446,active,2022-03-28 00:00:00,2025-12-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,250.0,,,250.0,,250.0,Submitted components; hybrid-storage imputation excluded,2022.0,2025.0
Q458,active,2022-03-30 00:00:00,2026-12-31 00:00:00,,Cluster Study,Navajo,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Wind,,,Wind,Wind,242.25,,,242.25,,242.25,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
Q463,active,2022-03-31 00:00:00,2024-11-20 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2022.0,2024.0
Q465,active,2022-03-31 00:00:00,2025-12-31 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,300.0,,,300.0,,300.0,Submitted components; hybrid-storage imputation excluded,2022.0,2025.0
Q466,active,2022-03-31 00:00:00,2025-12-31 00:00:00,,Facility Study,Yuma,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,1000.0,,,1000.0,,1000.0,Submitted components; hybrid-storage imputation excluded,2022.0,2025.0
Q467,active,2022-03-31 00:00:00,2026-05-01 00:00:00,,Facility Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Battery,,,Battery,Battery storage,300.0,,,,300.0,300.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
Q468,active,2022-03-31 00:00:00,2025-12-31 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Battery,,,Battery,Battery storage,1000.0,,,,1000.0,1000.0,Submitted components; hybrid-storage imputation excluded,2022.0,2025.0
Q474,active,2022-03-31 00:00:00,2025-12-31 00:00:00,,Facility Study,Maricopa,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Solar,Gas,Battery,Solar+Gas+Battery,Solar,1000.0,,,1000.0,,1000.0,Submitted components; hybrid-storage imputation excluded,2022.0,2025.0
Q475,active,2022-03-31 00:00:00,2025-12-31 00:00:00,,Facility Study,Maricopa,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,250.0,,,250.0,,250.0,Submitted components; hybrid-storage imputation excluded,2022.0,2025.0
Q479,active,2022-09-27 00:00:00,2028-05-31 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Battery,,,Battery,Battery storage,165.0,,,,165.0,165.0,Submitted components; hybrid-storage imputation excluded,2022.0,2028.0
Q480,active,2022-09-28 00:00:00,2025-12-01 00:00:00,,Cluster Study,Navajo,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,400.0,,,400.0,,400.0,Submitted components; hybrid-storage imputation excluded,2022.0,2025.0
Q486,active,2022-09-29 00:00:00,2027-06-30 00:00:00,,Cluster Study,Coconino,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,400.0,,,400.0,,400.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
Q488,active,2022-09-30 00:00:00,2026-06-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,600.0,,,600.0,,600.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
Q493,active,2023-02-13 00:00:00,2025-01-15 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,100.0,,,100.0,,100.0,Submitted components; hybrid-storage imputation excluded,2023.0,2025.0
Q497,active,2023-03-21 00:00:00,2027-10-31 00:00:00,,Cluster Study,Navajo,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Wind,,,Wind,Wind,300.0,,,300.0,,300.0,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
Q507,active,2023-03-31 00:00:00,2028-06-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,400.0,,,400.0,,400.0,Submitted components; hybrid-storage imputation excluded,2023.0,2028.0
Q518,active,2023-03-30 00:00:00,2023-04-01 00:00:00,,Facility Study,Yuma,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Battery,,,Battery,Battery storage,70.0,,,,70.0,70.0,Submitted components; hybrid-storage imputation excluded,2023.0,2023.0
Q519,active,2023-03-31 00:00:00,2028-04-01 00:00:00,,Facility Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Gas,,,Gas,Natural gas,350.0,,,350.0,,350.0,Submitted components; hybrid-storage imputation excluded,2023.0,2028.0
Q528,active,2023-03-30 00:00:00,2027-06-01 00:00:00,,Cluster Study,Navajo,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Solar,Battery,,Solar+Battery,Solar,500.0,,,500.0,,500.0,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
Q534,active,2023-04-04 00:00:00,2026-12-31 00:00:00,,Facility Study,Navajo,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,60.0,,,60.0,,60.0,Submitted components; hybrid-storage imputation excluded,2023.0,2026.0
Q537,active,2023-09-07 00:00:00,2027-06-01 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,400.0,,,400.0,,400.0,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
Q538,active,2023-09-12 00:00:00,2027-12-01 00:00:00,,Cluster Study,Coconino,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Wind,,,Wind,Wind,499.5,,,499.5,,499.5,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
Q539,active,2023-09-12 00:00:00,2027-12-01 00:00:00,,Cluster Study,Coconino,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Wind,,,Wind,Wind,499.5,,,499.5,,499.5,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
Q548,active,2024-04-08 00:00:00,2027-05-31 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,145.0,,,145.0,,145.0,Submitted components; hybrid-storage imputation excluded,2024.0,2027.0
Q549,active,2024-04-12 00:00:00,2026-06-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,42.12,,,42.12,,42.12,Submitted components; hybrid-storage imputation excluded,2024.0,2026.0
Q550,active,2024-04-27 00:00:00,2028-04-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,43.04,,,43.04,,43.04,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
Q553,active,2024-05-02 00:00:00,2028-12-31 00:00:00,,Cluster Study,Navajo,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,340.0,,,340.0,,340.0,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
Q554,active,2024-05-02 00:00:00,2030-03-31 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2024.0,2030.0
Q557,active,2024-05-06 00:00:00,2026-06-30 00:00:00,,Cluster Study,Navajo,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,75.0,,,75.0,,75.0,Submitted components; hybrid-storage imputation excluded,2024.0,2026.0
Q558,active,2024-05-09 00:00:00,2028-03-31 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,250.0,,,250.0,,250.0,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
Q559,active,2024-05-09 00:00:00,2028-03-31 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
Q560,active,2024-05-09 00:00:00,2028-04-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,425.0,,,425.0,,425.0,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
Q561,active,2024-05-09 00:00:00,2029-04-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,600.0,,,600.0,,600.0,Submitted components; hybrid-storage imputation excluded,2024.0,2029.0
Q563,active,2024-05-10 00:00:00,2028-12-01 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,500.0,,,500.0,,500.0,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
Q564,active,2024-05-10 00:00:00,2028-12-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,500.0,,,500.0,,500.0,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
Q565,active,2024-05-13 00:00:00,2025-12-31 00:00:00,,Cluster Study,Coconino,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,161.0,,,161.0,,161.0,Submitted components; hybrid-storage imputation excluded,2024.0,2025.0
Q567,active,2024-05-14 00:00:00,2028-12-31 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Other,,,Other,Other,450.0,,,450.0,,450.0,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
Q568,active,2024-05-15 00:00:00,2028-06-01 00:00:00,,Cluster Study,Yuma,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
Q569,active,2024-05-15 00:00:00,2028-06-01 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,250.0,,,250.0,,250.0,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
Q570,active,2024-05-15 00:00:00,2028-06-01 00:00:00,,Cluster Study,Yuma,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,300.0,,,300.0,,300.0,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
Q572,active,2024-05-15 00:00:00,2031-05-09 00:00:00,,Cluster Study,Riverside,CA,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,1300.0,,,1300.0,,1300.0,Submitted components; hybrid-storage imputation excluded,2024.0,2031.0
Q573,active,2024-05-15 00:00:00,2028-06-01 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
Q574,active,2024-05-15 00:00:00,2028-12-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,220.0,,,220.0,,220.0,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
Q578,active,2025-04-25 00:00:00,2029-05-01 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,300.0,,,300.0,,300.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
Q579,active,2025-04-25 00:00:00,2029-05-01 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Solar,Battery,,Solar+Battery,Solar,100.0,,,100.0,,100.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
Q580,active,2025-05-05 00:00:00,2032-04-19 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,500.0,,,500.0,,500.0,Submitted components; hybrid-storage imputation excluded,2025.0,2032.0
Q581,active,2025-05-06 00:00:00,2031-06-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,400.0,,,400.0,,400.0,Submitted components; hybrid-storage imputation excluded,2025.0,2031.0
Q582,active,2025-05-07 00:00:00,2030-12-31 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,275.0,,,275.0,,275.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
Q584,active,2025-05-07 00:00:00,2029-06-01 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Battery,,,Battery,Battery storage,350.0,,,,350.0,350.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
Q585,active,2025-05-07 00:00:00,2030-06-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
Q586,active,2025-05-07 00:00:00,2030-06-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,300.0,,,300.0,,300.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
Q587,active,2025-05-07 00:00:00,2031-06-01 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Other,,,Other,Other,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2025.0,2031.0
Q588,active,2025-05-07 00:00:00,2031-06-01 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,130.0,,,130.0,,130.0,Submitted components; hybrid-storage imputation excluded,2025.0,2031.0
Q589,active,2025-05-08 00:00:00,2030-03-06 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,400.0,,,400.0,,400.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
Q590,active,2025-05-12 00:00:00,2028-04-30 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,180.0,,,180.0,,180.0,Submitted components; hybrid-storage imputation excluded,2025.0,2028.0
Q591,active,2025-05-12 00:00:00,2030-01-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,535.05,,,535.05,,535.05,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
Q592,active,2025-05-13 00:00:00,2031-12-31 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,50.0,,,50.0,,50.0,Submitted components; hybrid-storage imputation excluded,2025.0,2031.0
Q593,active,2025-05-13 00:00:00,2029-06-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,250.0,,,250.0,,250.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
Q594,active,2025-05-13 00:00:00,2029-06-01 00:00:00,,Cluster Study,Pinal,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,250.0,,,250.0,,250.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
Q595,active,2025-05-13 00:00:00,2029-06-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,250.0,,,250.0,,250.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
Q596,active,2025-05-13 00:00:00,2029-08-15 00:00:00,,Cluster Study,Yuma,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,330.0,,,330.0,,330.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
Q597,active,2025-05-13 00:00:00,2029-08-15 00:00:00,,Cluster Study,Yuma,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,300.0,,,300.0,,300.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
Q598,active,2025-05-13 00:00:00,2029-06-01 00:00:00,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,250.0,,,250.0,,250.0,Submitted components; hybrid-storage imputation excluded,2025.0,2029.0
Q599,active,2025-05-14 00:00:00,2031-12-31 00:00:00,,Cluster Study,Yuma,AZ,West,,Arizona Public Service,APS,,NRIS,Generation,Other,,,Other,Other,500.0,,,500.0,,500.0,Submitted components; hybrid-storage imputation excluded,2025.0,2031.0
Q602,active,2025-05-15 00:00:00,,,Cluster Study,Maricopa,AZ,West,,Arizona Public Service,APS,,,Generation,Other,,,Other,Other,10.8,,,10.8,,10.8,Submitted components; hybrid-storage imputation excluded,2025.0,
Q603,active,2025-05-15 00:00:00,2030-06-01 00:00:00,,Cluster Study,Yuma,AZ,West,,Arizona Public Service,APS,,ERIS,Generation,Other,,,Other,Other,500.0,,,500.0,,500.0,Submitted components; hybrid-storage imputation excluded,2025.0,2030.0
